Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Gauteng,Randburg,admissions@stithian.com,,,https://saprivateschools.co.za/listing/st-stithians-junior-preparatory-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"The Junior Preparatory is known as the Gateway to St Stithians College as it marks both the start of the exciting thirteen year journey through Saints, and the beginning of formal education. Our school offers a nurturing, co-ed environment for Grades R, 1 and 2, after which our boys and girls move onto the Boys' Preparatory and Girls' Preparatory respectively.Hurlingham, Sandton, 2196, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:48 am local time","Hurlingham, Sandton, 2196, South Africa"
Aston Manor,Gauteng,ardene.lamprecht@gmail.com,,,https://saprivateschools.co.za/listing/aston-acres-nursery-pre-school/,CAPS,,Aston Manor,Grade RR,Grade R,7:00 am - 3:00 pm,"Aston Acres Nursery School is well known as Kempton Parks premier preschool. We provide the best possible environment for enquiring minds to grow and flourish. We develop confident children with a good self-esteem. ? We are a small school catering for the individual, preparing the child for the challenges of life. We aim to develop a happy 'whole child' by stimulating each child in all areas - emotional, social, physical and intellectual. We believe that a confident child with a good self-esteem will reach their full potential. We offer one on one attention. We also provide a happy, positive and relaxed environment in which your little one will ""blossom"". ?Â 23 Eland Rd, Aston Manor, Kempton Park, 1630, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:48 am local time","23 Eland Rd, Aston Manor, Kempton Park, 1630, South Africa"
Western Cape,Cape Town,info@darularqam.co.za,,,https://saprivateschools.co.za/listing/darul-arqam-islamic-high-school/,CAPS,,Western Cape,Facebook,Twitter,7:00 am - 3:00 pm,"Welcome to Darul Arqam Islamic High School. This introduction is designed to give you necessary information about the school, as you are, quite rightly, anxious to secure the very best for your child. True education is the harmonious development of physical, mental and spiritual abilities. We feel we are unique in many ways as we prepare children to meet the basic intellectual and social demands of adult life within an Islamic environment that will provide the means to be successful in the hereafter. This goal is achieved by developing clearly defined standards of practice and behaviour, which help pupils to acquire the right attitude to work, and above all, the capacity to learn and continue learning. Each pupil is expected to play a responsible role in school life and will receive the attention of professional teaching staff that will nurture your child to excel in a variety of fields. If you feel this is what you want for your child, then the establishment of DAIHS and what it represents will have proved worthwhile. 37 Baobab St, Eastridge, Cape Town, 7785, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:48 am local time","37 Baobab St, Eastridge, Cape Town, 7785, South Africa"
Kwazulu Natal,Pietermaritzburg,admin@heritageacademy.co.za,,,https://saprivateschools.co.za/listing/heritage-academy-primary-school/,IEB,,Kwazulu Natal,Instagram,YouTube,7:00 am - 3:00 pm,"Nestled in the green belt of Prestbury, Heritage Academy prepares young people for leadership in Christ, encouraging them to be adventurous, committed to growing in their faith and its application to all spheres of life. As a result Heritage Academy is continually growing and expanding. With loads of energy and a clear vision, we have redesigned our school badge to match, represent and communicate who we are: a vibrant, adventurous, Bible-based, modern and nurturing school community in which children can develop and mature. Heritage Academy, which started twenty years ago, is more than just your average school: our desire is to ""grow children big on the inside"", strong in their faith and acknowledging Jesus as King!8 Stott Rd, Prestbury, Pietermaritzburg, 3201, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:48 am local time","8 Stott Rd, Prestbury, Pietermaritzburg, 3201, South Africa"
Gauteng,Pretoria,principal@chrysalisschool.org.za,,,https://saprivateschools.co.za/listing/chrysalis-prehigh-school-adapted-high-schooling/,SNAP,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"Adapted Schooling In 2008 the founders of the Baby Therapy Centre (BTC) realised that children with special needs were in desperate need of a school which could accommodate and care for their specific requirements. Chrysalis School and Developmental Centre opened their doors in 2008 with the mission of providing adapted schooling and intensive therapy to children between the ages of three to twelve years who face a variety of disabilities, both physical and psychosocial. We aim to ensure that every child, no matter their disability or their socioeconomic background have access to quality education and therapy. We believe that every child deserves the chance to reach their fullest potential. Through individual objectives determined for each child, we work toward improving every child's functional prognosis and enhancing their potential to become a functional adult, able to contribute to society in a meaningful way. Through our integrated approach, which includes various interventions, a stimulating environment and caring and committed staff, we aim to enhance the quality of life for our children and their families. Activities Chrysalis offers aÂ Special Needs Adapted Program (SNAP) and Creative Ability-based curriculum.343 Elizabeth Grove South, Lynnwood 0081 Pretoria, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:48 am local time","343 Elizabeth Grove South, Lynnwood 0081 Pretoria, South Africa, South Africa"
Gauteng,East Rand,cathy@reunert-edu.co.za,,,https://saprivateschools.co.za/listing/reunert-college-boksburg-campus/,CAPS,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"Reunert College was established in 1993 and forms part of a proud tradition in Reunert of investing in education, technological innovation and industrial entrepreneurship. It has two campuses on the East Rand- one in Boksburg and the other in Alberton. The College offer an academic advancement course with specialised tuition to students from previously disadvantaged communities to improve their matriculation results. The main focus is on mathematics, physical science and accounting but students are also taught life-, language and computer skills. Reunert College also manages the Reunert bursary fund. Most of the students who have completed their tertiary education through bursaries received from the college are currently employed in the Reunert Group. ? See Boksburg area on map to see other schools nearby.Reunert College, Boksburg Campus, West Central, Boksburg East Industrial, Boksburg, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:48 am local time","Reunert College, Boksburg Campus, West Central, Boksburg East Industrial, Boksburg, South Africa, South Africa"
Western Cape,Nelspruit,carpediem1@telkomsa.net,,,https://saprivateschools.co.za/listing/carpe-diem-primary-school/,IEB,,Western Cape,Instagram,YouTube,7:00 am - 3:00 pm,"This school's description is currently being updated and will appear within the near future.Lang St, Bos En Dal, George, 6529, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:48 am local time","Lang St, Bos En Dal, George, 6529, South Africa"
Newcastle,Kwazulu Natal,kleinspoortjies.admin@savf.co.za,,,https://saprivateschools.co.za/listing/savf-klein-spoortjies-pre-primary-and-creche/,CAPS,,Newcastle,Facebook,Twitter,7:00 am - 3:00 pm,"MISSION: To provide social services to individuals and families within the community as a national welfare organization in order to empower them to make a difference in quality of life. As a national welfare organization to render social services to individuals and families within the community in order to empower them to improve quality of life.96 Bird St, Newcastle Central, Newcastle, 2940, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:48 am local time","96 Bird St, Newcastle Central, Newcastle, 2940, South Africa"
Western Cape,Knysna,info@queenbeeknysna.co.za,,,https://saprivateschools.co.za/listing/queen-bee-nursery-pre-primary-pre-school/,CAPS,,Western Cape,Facebook,Twitter,7:00 am - 3:00 pm,"We aim to promote a fun-filled interesting day where children are able to learn through play. Our school offers children the quality of care and education they deserve in a homely yet stimulating environment. Daily programme Children are divided into groups according to their age and their development. In all the groups age appropriate activities are planned around weekly themes. In each room you will find a daily programme on the board as well as the weekly theme. The day is structured for each group.Queen Bee Nursery & Pre-Primary School, Bokmakierie Street, Old Place, Knysna, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:48 am local time","Queen Bee Nursery & Pre-Primary School, Bokmakierie Street, Old Place, Knysna, South Africa, South Africa"
Gauteng,Roodepoort,mwjnj@mweb.co.za,,,https://saprivateschools.co.za/listing/seekers-private-pre-schools/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"SEEKERS PRIVATE HIGH SCHOOL is a small, child-friendly, English medium school with Christian ethos. Our aim is to educate young people in a safe, family -like environment and to foster their rounded development enabling them to fulfil their potential and to contribute to the good of the society. Mission To empower learners with quality education and Christian values that will develop them into model citizens who not only contribute positively but also dynamically to South Africa and the Global Community. The mission of the school is based upon the following philosophy: We believe that Jesus Christ is our Lord and Saviour, and that he died for us. We believe that His sacrifice made all of us worthy. We therefore believe in the worth, dignity and unique character of each individual. We believe that every learner, irrespective of race, background or past experiences, deserves a fair chance to excel. We believe in the importance of creating a loving, warm atmosphere in which learners can develop. We strive to create an atmosphere of mutual respect, trust, integrity, and openness.65 Rail St, Florida Ext, Roodepoort, 1709, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:48 am local time","65 Rail St, Florida Ext, Roodepoort, 1709, South Africa"
