Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Centurion,,excelsioraka@gmail.com,0829714864,https://online.excelsiorakademie.co.za/,https://saprivateschools.co.za/listing/excelsior-aanlynleersentrum-online-learning-centre/,Co-Ed (Mixed),English,Afrikaans,Grade 8,Grade 9,7:00 am - 3:00 pm,"Learners at Excelsior online learning centre follow an online curriculum under supervision to complete all required assessments per term to meet the criteria for promotion at the end of each school year. Qualified teachers supervise the learners while they are busy with online classes, tests and examinations.Excelsior online learning centre wants to keep abreast of the times in which we all find ourselves. We are fully committed to assisting learners in these modern times with electronic advances and challenges, to successfully bridge the challenges of the future in a safe environmentAll prescribed tasks, tests and examinations at online schools must be handed in /written on fixed dates. Excelsior online centre will ensure that these dates are met. Term reports are issued by the online school as soon as all assessment tasks for the relevant term have been completed and marked.Wi-fi required for online classes and tests will be provided by Excelsior online learning centre.Excelsior is registered with the Department of Basic Education (EMIS no.: 400501) and Matriculants write the National Senior Certificate through the online school.We invite young people to become part of Excelsior, where you can complete your school career in a safe environment.7 Vlakvoëltjie Avenue, Centurion, Gauteng 0157, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 7:57 am local time","7 Vlakvoëltjie Avenue, Centurion, Gauteng 0157, South Africa"
Bloemfontein,Free State,info.bloemfontein@curro.co.za,872 847 300,https://curro.co.za/schools/curro-bloemfontein-primary-school,https://saprivateschools.co.za/listing/curro-bloemfontein-primary-school/,Secular,Co-Ed (Mixed),English,Facebook,Twitter,7:00 am - 3:00 pm,"Curro Bloemfontein is an independent school in Groenvlei, Bloemfontein, that provides high-quality education to learners from 4 years to Grade 7. With small class sizes, dedicated teachers, an enhanced curriculum and a strong focus on STEAMD and Robotics, we empower learners with 21st-century skills and knowledge to grow into high-performing, self-confident individuals, ready to become the leaders of the future. Foundation phase: 4 years to Grade 3Our foundation phase starts by providing the emotional and intellectual foundation required to handle the formal learning that starts in Grade 1. We then gradually develop learners' skills and knowledge in basic areas such as language (comprehension, speaking and listening), mathematics (counting and understanding numbers) and creative problem-solving, in an environment in which they enjoy being. Through our enhanced curriculum, learners are introduced to project-based learning and gain 21st-century skills through subjects such as Robotics (from Grade R), and with Sesotho and Afrikaans as additional language options.Intermediate phase: Grade 4 to Grade 7In these grades, learners are led into more abstract thought and independent work. Our small class sizes and dedicated teachers prepare them for high school by teaching them how to apply the 21st-century skills and concepts they have learned. As a Curro School, we also promote creativity and critical thinking by encouraging children to make their own choices within well-established boundaries. Our enhanced curriculum includes specialised subjects such as Information Technology and Robotics. Learners in this phase may use tablets in class to enhance their learning experience, and learners have the choice between Afrikaans or Sesotho as an additional language.Curro Bloemfontein activitiesWe believe that participation in sports and cultural activities plays an important role in developing a well-rounded learner and promoting friendship, team-awareness and self-confidence. Therefore, our wide range of activities is designed to help learners discover their inherent talents, or broaden their exposure beyond their current reference framework. Our extramural activities are offered by private tutors or coaches, at an additional cost. Some of these activities are aimed at boosting learners' cognitive abilities while others provide pure enjoyment. Academics - High SchoolCurro Bloemfontein is an independent high school in Groenvlei, Bloemfontein, that provides high-quality education for learners from Grade 8 to Grade 12. Our dedicated teachers and well-rounded approach prepare learners for the IEB examinations at the end of Grade 12. With small class sizes, dedicated teachers and an enhanced curriculum focusing on STEAMD, we empower learners with 21st-century skills and knowledge to grow into high-performing, self-confident individuals, ready to become the leaders of the future.Senior phase: Grade 8 and Grade 9In these grades, we guide learners to adjust to a greater workload of higher intensity. With dedicated teachers and affordable school fees, our enhanced approach places great emphasis on problem solving and individual thinking. Teaching in our small class sizes takes place in English, and learners gain 21st-century skills in all subjects, including Engineering Graphics and Design (EGD).FET phase: Grade 10 to Grade 12This phase prepares learners for the IEB examinations written at the end of Grade 12. However, we emphasise a greater world-readiness rather than a purely examinations-driven approach. Our learners are taught to think innovatively, express their ideas and take charge of their own lives - all highly-valued 21st-century skills. Furthermore, as a Curro School, 21st-century learning is implemented in all subjects, including specialised subjects such as Information Technology and Engineering Graphics and Design (EGD). Our learners also use e-books in class rather than textbooks for certain subjects.We use e-books in classAs a Curro School, our high-school learners use personal computers or e-books in class rather than textbooks. Printed textbooks may be purchased at an additional cost. By exposing learners in our small class sizes to the daily use of technology, they are better prepared for the challenges of tertiary studies, as well as the ever-changing workplace of the future.Our matric learners write the IEB examinationsThe Independent Examinations Board (IEB) is an independent assessment board. Accredited by Umalusi, the board provides assessments in which the question style is deemed more challenging and comprehensive than it is in the National Senior Certificate final assessments. The final examinations set by the IEB are esteemed both locally and abroad, and prepare learners for the intense increase in workload during tertiary studies.Admissions Enquiries HereCurro Crescent, Groenvlei, Bloemfontein, 9301, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 7:57 am local time","Curro Crescent, Groenvlei, Bloemfontein, 9301, South Africa"
Gauteng,Roodepoort,admin@canterburyprep.co.za,(010) 591 2112,https://www.canterburyprep.co.za/,https://saprivateschools.co.za/listing/canterbury-pre-school/,Co-Ed (Mixed),English,,Honeydew,Grade RR,,"Welcome To Your Child's Future Welcome To Canterbury Preparatory School Providing students with a progressive and forward thinking education within a disciplined and structured environment. We develop students who are confident, responsible, reflective, innovative and engaged - equipped for success in the fast-changing modern world. It is our belief that manners and respect go hand in hand with academic and sporting endeavour. The school's core values are Trust, Encouragement and Mutual Respect. WHY ARE WE HERE? Because we believe passionately in education. Education is not the learning of facts , its teaching the mind to think . It's about transforming lives . It's about developing our children - building their ability to think , reason, problem solve and be resilient. For them to know that they can shape the world around them, and have the confidence to step out and do so . Learning never stops. It's the tool to success . HOW DO WE DO IT By always testing the status quo. Having a staff who care , who notice the little things, and who excel in what they do - inspiring young hearts and shaping destinies. We set the bar high , and seek excellence, not perfection.Magnum Road, Honeydew, Roodepoort, South AfricaMondayN/ATuesdayN/AWednesdayN/AThursdayN/AFridayN/ASaturdayClosedSundayClosed
							November 11, 2024 7:57 am local time","Magnum Road, Honeydew, Roodepoort, South Africa"
Gauteng,Jhb South,admissions@stmartin.co.za,+27 11 435 0735,https://www.stmartin.co.za/,https://saprivateschools.co.za/listing/st-martins-pre-school/,Co-Ed (Mixed),English,CAPS,Grade RR,Grade R,7:00 am - 3:30 pm,"St Martin's School traces its origins back to the foundation of St Agnes School for the training of domestic helpers in 1908. A few years later in 1911, St Peter's Priory and College were added, offering a boarding-based high school education to the young men who came from the length and breadth of South Africa. It soon became known as the ""Black Eton"" where academic achievements were espoused. The list of the early alumni is impressive, the likes of Oliver Tambo, Fikile Bam and Hugh Masekela, as well as many of our former students, hold key positions in government and in large international corporations. The apartheid policies of the National Party regime put pressure on the school and it was closed in 1956. However, the Anglican Church ensured that education continued in this attractive part of southern Johannesburg. The buildings reopened for business in 1958 when St Martin's School was born. High School In line with the requirements of the new curriculum, the High School has moved away from the traditional model of educators dispensing knowledge to passive and obedient students.4 East Road, the Hill, Johannesburg South, 2190, South AfricaMonday7:00 am - 3:30 pmTuesday7:00 am - 3:30 pmWednesday7:00 am - 3:30 pmThursday7:00 am - 3:30 pmFriday7:00 am - 3:30 pmSaturdayClosedSundayClosed
							November 11, 2024 7:57 am local time","4 East Road, the Hill, Johannesburg South, 2190, South Africa"
Gauteng,Roodepoort,admin@canterburyprep.co.za,(010) 591 2112,https://www.canterburyprep.co.za/,https://saprivateschools.co.za/listing/canterbury-preparatory/,African Languages,Tourism,Afrikaans,Agricultural Sciences,Consumer Studies,7:00 am - 3:00 pm,"Welcome To Your Child's Future Welcome To Canterbury Preparatory School Providing students with a progressive and forward thinking education within a disciplined and structured environment. We develop students who are confident, responsible, reflective, innovative and engaged - equipped for success in the fast-changing modern world. It is our belief that manners and respect go hand in hand with academic and sporting endeavour. The school's core values are Trust, Encouragement and Mutual Respect. WHY ARE WE HERE? Because we believe passionately in education. Education is not the learning of facts , its teaching the mind to think . It's about transforming lives . It's about developing our children - building their ability to think , reason, problem solve and be resilient. For them to know that they can shape the world around them, and have the confidence to step out and do so . Learning never stops. It's the tool to success . HOW DO WE DO IT By always testing the status quo. Having a staff who care , who notice the little things, and who excel in what they do - inspiring young hearts and shaping destinies. We set the bar high , and seek excellence, not perfection.Magnum Rd, Honeydew, Roodepoort, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 7:57 am local time","Magnum Rd, Honeydew, Roodepoort, South Africa"
Cape Town,Claremont,admissions@auburnhouse.co.za,217 977 872,https://www.auburnhouse.co.za/,https://saprivateschools.co.za/listing/auburn-house-montessori-pre-school/,Fitness & P.E,Karate,Coding,English,Montessori,8:15 am - 3:00 pm,"Auburn House is a long-established independent school that provides an open environment for children from early childhood to adolescence. The curriculum and educational structure give children freedom to develop to their fullest, socially, intellectually and creatively. The ethos of the school is founded on a strong philosophy, the essence of which is the Montessori principle of respect for the wellbeing of each individual, contributing towards a sustainable and healthy society. See Kenilworth SchoolsAuburn House has a unique character, reflecting a balance of structure and order with a non-formal and open approach. This allows the energies of the growing child to be engaged freely, purposefully and naturally, while the teachers maintain the educational focus through a carefully-planned environment and innovative curriculum. Our aim is to support to the best of our abilities each child's developing independence -physically, intellectually and emotionally - and to nourish the spirit of each individual as they grow towards adulthood.3 Auburn Rd, Kenilworth, Cape Town, 7708, South AfricaMonday8:15 am - 3:00 pmTuesday8:15 am - 3:00 pmWednesday8:15 am - 3:00 pmThursday8:15 am - 3:00 pmFriday8:15 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 7:57 am local time","3 Auburn Rd, Kenilworth, Cape Town, 7708, South Africa"
Durban,,info.heritagehouse@curro.co.za,870 877 615,https://www.curro.co.za/schools/curro-heritage-house-high-school/,https://saprivateschools.co.za/listing/curro-heritage-house-high-school/,Crossfit,Fitness & P.E,Netball,Chess club,Choir,7:00 am - 4:00 pm,"Curro Heritage House is a leading independent school in Morningside, Durban that provides high-quality education, which incorporates 21st-century learning, to learners from Grade R to Grade 12. Our small class sizes and enhanced curriculum provide learners with the skills and knowledge to grow into self-confident individuals. With specialised subjects and dedicated teachers, our well-rounded approach prepares learners for the IEB examination at the end of Grade 12. Our nursery school, Curro Castle Heritage House, offers an integrated play-based programme to learners from 3 months to 5 years. View their webpage to see how we apply our internally-developed programme to support your child's early learning and development goals. What do we offer? At Curro Heritage House, we balance academic excellence with sports and cultural activities within a supportive, positive environment to ensure that learners develop into well-rounded individuals. We provide a strong educational foundation starting with carefully designed programmes in Grade R (such as the Bazoo integrated literacy programme) and build to a variety of specialised subjects (such as Robotics) in primary and high school.160 Lilian Ngoyi Rd, Morningside, Durban, 4001, South AfricaMonday7:00 am - 4:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 7:57 am local time","160 Lilian Ngoyi Rd, Morningside, Durban, 4001, South Africa"
Western Cape,Northern Suburbs,office@riversidecollege.co.za,https://www.royalschools.co.za/alberton-private-schools-johannesburg.html,,https://saprivateschools.co.za/listing/riverside-pre-school/,English,IEB,,Tygerberg,Grade RR,7:00 am - 3:00 pm,"Our Philosophy: To create and maintain an environment in which children enjoy freedom to explore and have the confidence to express themselves. We believe that through exploring, investigating & discussing learning happens and knowledge is shared. Our teaching methods have been designed to always allow for individual attention and thus our classrooms will never have more than 24 children per class. Why Choose Us: Only 24 learners per class - guaranteed Modern Teaching facilities, incorporating new technology Complete & Holistic approach to teaching Dedicated Teachers Safe & Secure Environment Sporting facilities Reasonable fee structure Bursaries / Sponsorships available Shuttle ServicesRiverside College and Independent School Cape Town, Cellars Street, Burgundy Estate, Cape Town, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 7:57 am local time","Riverside College and Independent School Cape Town, Cellars Street, Burgundy Estate, Cape Town, South Africa, South Africa"
Cape Town,Claremont,admissions@auburnhouse.co.za,217 977 872,https://www.auburnhouse.co.za/,https://saprivateschools.co.za/listing/auburn-house-montessori-primary-school/,Fitness & P.E,Coding,Drama,African Languages,Tourism,8:00 am - 12:30 pm,"Auburn House is a long-established independent school that provides an open environment for children from early childhood to adolescence. The curriculum and educational structure give children the freedom to develop to their fullest, socially, intellectually, and creatively. The ethos of the school is founded on a strong philosophy, the essence of which is the Montessori principle of respect for the well-being of each individual, contributing towards a sustainable and healthy society.Auburn House has a unique character, reflecting a balance of structure and order with a non-formal and open approach. This allows the energies of the growing child to be engaged freely, purposefully, and naturally, while the teachers maintain the educational focus through a carefully-planned environment and innovative curriculum. Our aim is to support to the best of our abilities each child's developing independence -physically, intellectually, and emotionally - and to nourish the spirit of each individual as they grow towards adulthood.3 Auburn Rd, Kenilworth, Cape Town, 7708, South AfricaMonday8:00 am - 12:30 pmTuesday8:00 am - 12:30 pmWednesday8:00 am - 12:30 pmThursday8:00 am - 12:30 pmFriday8:00 am - 12:30 pmSaturdayClosedSundayClosed
							November 11, 2024 7:58 am local time","3 Auburn Rd, Kenilworth, Cape Town, 7708, South Africa"
Franschhoek,,stebou@bridgehouse.org.za,+27 (0)21 874 8100,https://www.bridgehouse.org.za/,https://saprivateschools.co.za/listing/bridge-house-college-high-school/,Cross-Country,Equestrian,Fitness & P.E,Swimming,Tennis,7:30 am - 4:30 pm,"Bridge House offers an excellent education for children from Playschool to Grade 12, with boarding offered from Grade 6 to 12.The school nestles below the majestic Drakenstein Mountains in the beautiful Berg River Valley, 10 minutes from Franschhoek, 20 minutes from Paarl and 25 mins from Stellenbosch, on the open road with no traffic. This position offers a unique environment in which to learn, combining the tranquil effects of the beautiful country setting with the benefit of being close to the city of Cape Town, only 50 minutes away via the N1 highway.Just imagine a school where individual care and attention is combined with a distinctive, progressive education and where potential changemakers and global leaders are equipped with skills for life; an inclusive school where all belong and where all are celebrated and encouraged to be the best version of themselves. Bridge House College offers an holistic education with academic excellence in an Independent Education Board (IEB) aligned curriculum as well as a wide variety of team and individual sports and cultural activities.Our Seven Bridges philosophy provides the pillars for education at Bridge House. They are: Academics; Inclusivity; Sustainability; Future Fit; Wider Curriculum; Culture and Creativity and Sport and Lifestyle. Remaining globally relevant is important to us and as such we are a member of the International Round Square organisation, connecting with like-minded schools worldwide.Bridge House School, R45, Franschhoek, Western Cape, South AfricaMonday7:30 am - 4:30 pmTuesday7:30 am - 4:30 pmWednesday7:30 am - 4:30 pmThursday7:30 am - 4:30 pmFriday7:30 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 7:58 am local time","Bridge House School, R45, Franschhoek, Western Cape, South Africa"
