Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Gauteng,Midrand,adminvornavalley@345.co.za,,,https://saprivateschools.co.za/listing/345-nursery-pre-school-vorna-valley/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Welcome to every child's cloud nine! At 345 we strive to educate our children in a safe, secure and fun-loving environment - giving them a support structure that will provide your children with maximum learning experiences. Children need a relationship of trust and understanding with their teachers in order to feel safe and secure and we provide this foundation for effective education. Teaching is not our profession, it's our passion. At 345 our playground is completely secure and well equipped with a wide range of SAFE jungle gyms and other play equipment, the children are also supervised at all times during outside play. Sand and water is also made available for the children at playtime.70 Berger Street Vorna Valley Midrand, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:42 am local time","70 Berger Street Vorna Valley Midrand, South Africa"
Gauteng,Sandton,admin@osummitschool.com,,,https://saprivateschools.co.za/listing/osummit-montessori-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Our School Environments Our independent boutique school community, in the heart of Bryanston, welcomes families who consider holistic child development and learning a priority in preparing the whole child for life. We successfully balance tactile classroom learning with recognising the need for exposure to modern technology. Our campus includes 3 bespoke Montessori environments where we follow a classic Montessori Curriculum, together with a College environment where we offer the British International Curriculum. We are focused on developing an informed curiosity and a lasting passion for learning, whilst gaining the essential skills they need for success at high school, tertiary studies, and in their future careers. Visit our International School Bryanston today for a tour.17 Elgin Rd, Bryanston, Sandton, 2191, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:42 am local time","17 Elgin Rd, Bryanston, Sandton, 2191, South Africa, South Africa"
Western Cape,Winelands,admin@lannerhouse.co.za,,,https://saprivateschools.co.za/listing/lanner-house-primary-school/,Tourism,Economics,Visual Arts,Consumer Studies,Agricultural technology,7:00 am - 3:00 pm,"Situated in Worcester in the beautiful Breede Valley of the Western Cape, our school consists of a PreSchool, Primary School and the first two years of our High School. We are passionate about education and believe that every child should be given the opportunity to develop in all areas of personal development. We stand by the belief that children are on an exciting adventure as they grow up and that we have the privilege of coming alongside parents to guide and equip them for future success. Our tagline, ""Learning, Growing, Becoming"" bears testimony to this belief. Our small classes give every child the opportunity to learn in their own particular style and to grow in knowledge, values and skills. Each pupil from Grade 1 upwards participates in weekly outdoor education lessons and sport as well as having the opportunity to learn new skills and acquire knowledge through the various extra-mural clubs on offer. Drama classes are also offered to every child in the primary and high schools. Although we hold strongly to our Christian ethos, our school is open to all faiths and tolerance and understanding of our differences is taught and upheld.Lanner House School | An independent South African school, Klue Street, Bergsig, Worcester, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:42 am local time","Lanner House School | An independent South African school, Klue Street, Bergsig, Worcester, South Africa, South Africa"
Gauteng,Pretoria Central,admin@pretoriaprep.co.za,https://rallim.org.za/,,https://saprivateschools.co.za/listing/pretoria-preparatory-pre-school/,English,CAPS,,Brooklyn,Grade RR,7:00 am - 3:00 pm,"Established 1977 - More than 40 Years The Pretoria Preparatory School was established in 1977 by a group of parents, therapists and educators. It aimed to meet the needs of children who, despite good intellectual potential, were underachieving in regular schools because of specific or generalised learning difficulties. The school began with one teacher in an old house in Hatfield but grew rapidly and by October that year, already needed larger premises and the move to Brooklyn took place. Now over forty years and many building projects later, we have a well appointed, thriving school.Pretoria Preparatory School, Murray Street, Brooklyn, Pretoria, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:42 am local time","Pretoria Preparatory School, Murray Street, Brooklyn, Pretoria, South Africa, South Africa"
Atlantic Seaboard,Western Cape,clazarus@herzlia.com,,,https://saprivateschools.co.za/listing/herzlia-alon-ashel-pre-primary/,CAPS,,Atlantic Seaboard,Grade RR,Grade R,7:00 am - 3:00 pm,"Herzlia Alon Ashel forms part of the bustling Atlantic Region campus and is a school with a long history. Our campus has evolved over the years to become a safe, nurturing and stimulating environment for young children and their families. ? ?Deerpark Dr E, Vredehoek, Cape Town, 8001, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:42 am local time","Deerpark Dr E, Vredehoek, Cape Town, 8001, South Africa"
Mbombela,Mpumalanga,tas.shaik@gmail.com,,,https://saprivateschools.co.za/listing/creative-minds-montessori-pre-school/,CAPS,,Mbombela,Grade R,Facebook,7:00 am - 3:30 pm,"Private exclusive preschool with a limited intake * Hollistic development incuding sports, academics, art, gardening, pet care etc * Spacios and stimulating environment * Individual workstations * Individual attention * Grade RRR, RR and R * Admission from ages 2 1/2 to 6 years.43 Ehmke St, Mbombela, 1201, South AfricaMonday7:00 am - 3:30 pmTuesday7:00 am - 3:30 pmWednesday7:00 am - 3:30 pmThursday7:00 am - 3:30 pmFriday7:00 am - 3:30 pmSaturdayClosedSundayClosed
							November 11, 2024 9:42 am local time","43 Ehmke St, Mbombela, 1201, South Africa"
Western Cape,Ermelo,jaymet@lantic.net,,,https://saprivateschools.co.za/listing/ark-christian-pre-school/,CAPS,,Western Cape,Facebook,Twitter,7:00 am - 3:00 pm,"The Ark Christian School was started by Pastor JJ en Mettie Scholtz in 1998. It started with only 23 students and has expanded to 160 students in 2009. This Pastor pair is dedicated to change students and adult lives for Christ, introducing them to the Lord of Lords. The family have two daughters also involved in the school. Jacky is currently working as supervisor in the school while studying Education. She is the teacher for the grade 7-9 group. She loves doing plays and dance and is very busy with youth work. Monica is still in school doing grade 4 but also has a desire to teach. ?5 Old Faure Rd, Faure, Cape Town, 7131, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:42 am local time","5 Old Faure Rd, Faure, Cape Town, 7131, South Africa"
Western Cape,George,info@georgelittlefarm.co.za,,,https://saprivateschools.co.za/listing/george-little-farm-pre-school/,Afrikaans,Dual-Medium,CAPS,Grade RR,Grade R,7:00 am - 3:00 pm,"George Little Farm Pre-School & Nursery was founded in March 2014, it began with a small dream of creating a learning environment that is homely, loving, nurturing and stimulating, in a natural environment, and to provide high quality care and education. In a small wooden classroom, with only two little ones and two dedicated teachers, little did we know that the Lord had bigger plans for our ""Little Farm School"". A short year later, we had moved premises and occupy an entire 6000 squares of land, we grew to educating and caring for over 80 children and we currently teach over 150 kids how to swim in our sister business, George Swim School. Ons skool is gelee in 'n idilliese plaaswerf omgewing waar kinders die geleentheid het vir interaksie met 'n verskeidenheid klein plaasdiertjies. Van voer, tot die skoonmaak van hulle kampies, van die versameling van eiers, tot drukkies vir die hasies of lekker speel saam met die eendjies. Kinders word ook die geleentheid gegun om na die groentetuin om te sien en geniet 'n verskeidenheid vars organiese vrugte en groente.7 Witfontein Rd, Heather Park, George, 6529, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:42 am local time","7 Witfontein Rd, Heather Park, George, 6529, South Africa"
Eastern Cape,Sterkspruit,scpschool.2013@gmail.com,,,https://saprivateschools.co.za/listing/sterkspruit-christian-pre-school/,CAPS,,Eastern Cape,Facebook,Twitter,7:00 am - 3:00 pm,"Currently we have 877 learners at the school, with 34 educators, 4 teacher's assistants, two admin staff and 12 workers (including builders, painters and cleaners). The heart of the school is the well functioning School Management Team. On the sport terrain we have learners competing provincially and on national level in athletics, netball and cross country. Cultural development includes debating, orating, dancing, art and choirs. We also have children as TV presenters. We are also very proud of our well-functioning music department.Herschel St, Sterkspruit, 9762, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:42 am local time","Herschel St, Sterkspruit, 9762, South Africa"
Gauteng,Sandton,adminh@lonehillacademy.school,https://redwoodschools.co.za/gonubie/,,https://saprivateschools.co.za/listing/lonehill-academy-primary-school/,Consumer Studies,Agricultural technology,Dance Studies,Electrical Technology,Hospitality Studies,7:00 am - 3:00 pm,"If you are looking for a first class education for your child in LONEHILL in the Fourways / Sandton area of Johannesburg, South Africa, LONEHILL ACADEMY is definitely a very viable option to consider. ? For school fees and other admissions information, please contact us below by emailing or completing the form at the bottom of this page: ? See Lonehill area on map to see other schools nearby.Lonehill International Academy, William Nicol Drive, Fourways, Sandton, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:42 am local time","Lonehill International Academy, William Nicol Drive, Fourways, Sandton, South Africa, South Africa"
Bellville,Western Cape,admin@shilohcentre.co.za,,,https://saprivateschools.co.za/listing/shiloh-learning-centre-high-school/,CAPS,,Bellville,Facebook,Twitter,7:00 am - 3:30 pm,"Mission To provide a holistic learning environment utilizing God's provision to equip each child for God's Kingdom. Vision To discover and develop the individual gifts and talents in every child to fulfill God's calling; and to nurture them to obey and give God the maximum glory. Strategy We follow a strategy of Cooperative teaching and learning . This strategy enables all learners and educators to be actively involved in the learning process. No-one can sit back and enjoy a free ride! Learning Process / Goals 1.Foundation is to be rooted in Christ. Must know God loves them. Learn good and evil through a relationship with Father, in Christ. 2.Awakened to your purpose and the gifts and talents to accomplish it 3.Understanding how to be a good steward of your resources (body, assets, time, energy) 4.Ability to identify, conceptualize and provide a solution in context (think) 5.Awareness of needs of others (not selfish, true Christ like servant heart) See Bellville area on map to see other schools nearby.91 Robert Sobukwe Rd, Bellville South, Cape Town, 7505, South AfricaMonday7:00 am - 3:30 pmTuesday7:00 am - 3:30 pmWednesday7:00 am - 3:30 pmThursday7:00 am - 3:30 pmFriday7:00 am - 3:30 pmSaturdayClosedSundayClosed
							November 11, 2024 9:42 am local time","91 Robert Sobukwe Rd, Bellville South, Cape Town, 7505, South Africa"
