Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Bloemfontein,Free State,admin@kyriosschool.co.za,,,https://saprivateschools.co.za/listing/kyrios-independent-pre-school/,CAPS,,Bloemfontein,Facebook,Twitter,7:00 am - 3:00 pm,"Kyrios Independent School was established in 2011 when the owners were faced with serious challenges with regards to their youngest son's schooling. As busy ""business owning"" parents who care deeply about their children, they needed to find the best possible solution. They decided to employ a teacher to home-school their son. This turned out to be a successful endeavour as their son's results and his attitude improved significantly. It became apparent that sometimes so called ""difficult or impossible"" kids who are often rejected by other institutions simply required more individual attention and adapted engagement methods that are not readily available in larger schools with high density classrooms. Soon there were requests from friends to join the home-schooling group, and as they realised that most of these kids were desperate, they allowed them to join. The result: for the 2011 school year the six matric pupils in the school all passed successfully. This is still the heart of Kyrios. See Bloemfontein area on map to see other schools nearby. Kyrios Independent School, Bloemfontein, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:34 am local time","Kyrios Independent School, Bloemfontein, South Africa, South Africa"
Gauteng,Pretoria East,info@thewaldorfschool.co.za,,,https://saprivateschools.co.za/listing/the-waldorf-high-school-at-rosemary-hill/,CAPS,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"The Waldorf School at Rosemary Hill is situated on the idyllic surrounds of a 200-hectare bio-dynamic farm in Mooiplaats, east of Pretoria. The following is what make us the ideal school for your child: High academic standards International curriculum English-medium instruction Child-centred education Boarding facilities available from Grade 1 to 9 Daily transport We maintain a very high academic standard and follow the Waldorf curriculum, an international education system applied to the South African context. Our educational principles resonate with the African notions of self-respect and dignity, combined with a comprehensive curriculum that is based on the worth of the whole individual. At The Waldorf School, children are equipped and inspired to become effective and purposeful citizens of the world. Imbued with a love of learning, they are prepared to face their future with confidence, competence and initiative. See Silver Lakes area on map to see other schools nearby. Plot 257, Mooiplaats, Pretoria, 0001, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:34 am local time","Plot 257, Mooiplaats, Pretoria, 0001, South Africa"
Western Cape,Helderberg,admin@helderberghs.co.za,,,https://saprivateschools.co.za/listing/helderberg-high-school/,CAPS,,Western Cape,Facebook,Twitter,7:00 am - 3:00 pm,"Helderberg high school is a small private school. Situated on a peaceful campus on the foothills of Helderberg mountain. Our staff believe in Christian-based education and endeavour to create a caring environment in which each child is unique. Although our campus is new, the high school was established more than 75 years ago. We have an excellent matric pass-rate and a high standard of education. See Somerset West area on map to see other schools nearby. Helderberg College Rd, Somerset West, Cape Town, 7130, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:34 am local time","Helderberg College Rd, Somerset West, Cape Town, 7130, South Africa"
Jhb East,Bedfordview,petraq@netactive.co.za,,,https://saprivateschools.co.za/listing/petras-edu-playgroup-pre-school/,CAPS,,Jhb East,Grade RR,Grade R,7:00 am - 3:00 pm,"Welcome to our private, top-class preschool, catering for children from the age of 3 months to 5 years. Our teachers are superbly trained and dedicated to the nurturing and teaching of the young child. Our preschool is in a homely environment. We are a Reggio- Emilia Philosophy Inspired school. Established in May 1992 Small private, top- class preschool with small groups Ample individual attention to each child together with continuous assessment Tailor- made curriculum covering the physical, social, emotional, language, perceptual, creative and musical development of each child We focus on learning through experimentation, discovery, exploration, imagination, creativity, adventure, research Interesting weekly themes and related activities and events Structured, but flexible daily routine Homely, warm, comfortable and secure environment .34 Wordsworth Ave, Senderwood, Germiston, 2007, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:34 am local time","34 Wordsworth Ave, Senderwood, Germiston, 2007, South Africa, South Africa"
Free State,Welkom,headmaster@dominic.co.za,,,https://saprivateschools.co.za/listing/st-dominics-college/,CAPS,,Free State,Facebook,Twitter,7:00 am - 3:00 pm,"Grounded in the ethos of our founding Sisters and Brothers, St Dominic's College provides the environment for every child to shine in his or her endeavours at school. Embracing the St Dominic's Pillars of Excellence children are shown a vision of what they can become through academic excellence, sporting prowess, cultural enrichment, community outreach and spiritual foundation. Providing an environment of pastoral care, good discipline and spiritual development, St Dominic's College opens a world of possibilities for every child. 85 Jan Hofmeyer Rd, Welkom Central, Welkom, 9460, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:34 am local time","85 Jan Hofmeyer Rd, Welkom Central, Welkom, 9460, South Africa"
Eastern Cape,East London,debbiesdarlings@gmail.com,,,https://saprivateschools.co.za/listing/debbies-darlings-pre-pre-school/,CAPS,,Eastern Cape,Facebook,Twitter,7:00 am - 3:00 pm,"We provide holistic education in small classes. Interaction with our learners is personal, focusing on their individual needs within the classroom See East London Schools 11 Drake Rd, Stirling, East London, 5241, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:34 am local time","11 Drake Rd, Stirling, East London, 5241, South Africa"
Gauteng,Jhb East,Foundationadmin@dcschool.org.za,,,https://saprivateschools.co.za/listing/dunamis-christian-pre-school/,IEB,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Mission To Educate, equip empower and inspire learners to participate in community building to achieve high moral standards and sustainable economic growth. This will be accomplished by: Providing basic needs and a safe environment in which to develop Godly character and social well-being. Developing God-given talents through job, life and leadership skills and vocational training. Creating and supporting new business development and employment opportunities. In all that we achieve, to Christ be the glory! Vision: To provide high quality educational standard through private education. To train up students in the nurture and admonition of the Lord Jesus. Educating for eternity. Community building (family, neighbour, nation, nations).2 Grace Ave, Parkhill Gardens, Germiston, 1401, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:34 am local time","2 Grace Ave, Parkhill Gardens, Germiston, 1401, South Africa"
Knysna,Western Cape,knysnaeducation@gmail.com,,,https://saprivateschools.co.za/listing/keurbosch-high-school/,CAPS,,Knysna,Instagram,YouTube,7:00 am - 3:00 pm,"Vision To see our students inspired and happy in a nurtured, safe, secure and welcoming environment while studying the International Cambridge Curriculum. Mission To apply proven as well as innovative methods in our teaching methodology to equip our students for a successful future. Cambridge Using a Cambridge International curriculum helps students to become confident, responsible, reflective, innovative and engaged. Technology Students learn how to apply technology in a meaningful and real way. Care We deeply care for each and every student and who they will become. Teaching We make use of technology and different teaching methods to make classes interactive and memorable. Students have access to lesson materials online, along with their in-class lessons. This combination ensures that students learn for mastery.34 Queen Street, Belvidere Estate, Knysna, 6571, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:34 am local time","34 Queen Street, Belvidere Estate, Knysna, 6571, South Africa, South Africa"
Sophiatown,,melanie.jospeh@sparrowportal.co.za,011 673-3558,https://sparrowschools.co.za,https://saprivateschools.co.za/listing/sparrow-combined-technical-skills-school/,Netball,Soccer,Touch Rugby,Drama,Music,7:00 am - 3:00 pm,"Sparrow Combined Technical Skills School prioritizes a learner-centred approach that prepares students for employment and further education. Our hands-on programmes in Year 1 to Year 4 emphasize practical engagement, promoting real-world applications to enhance understanding. We offer a comprehensive education in English, Maths, Natural Science, and Personal and Social well-being, as well as intensive skills-based training in Hospitality and Wholesale and Retail.Our innovative lessons and supportive curriculum enhance learners’ ability to engage with the curriculum, equipping them with practical skills and a well-rounded understanding of their chosen field.In the Hospitality or Wholesale and Retail classes, learner spend 75% of their time doing practical work and getting a real-life understanding of what it means to pursue a career within that industry. The other 25% of their time is spent in the classroom learning the theory behind the practical. On top of our practical learning, Sparrow Combined Technical Skills School also offers new innovative lessons and a supportive curriculum which has improved the learner’s ability to engage effectively with their school work.The Extramural Programmes on offer are Djembe Drumming, Choir, Marimbas, Boxing and Boardgames. We have seen these programmes to be hugely beneficial to the learners as they have helped them develop their self-esteem, listening skills, creativity and social skills.Hermans Street, Johannesburg, Johannesburg, Gauteng 2092, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:34 am local time","Hermans Street, Johannesburg, Johannesburg, Gauteng 2092, South Africa"
Kwazulu Natal,Pinetown,marketing@hps.co.za,https://maristbl.co.za/,,https://saprivateschools.co.za/listing/highbury-preparatory-school/,History,Agricultural Sciences,Consumer Studies,Computer Applications Technology (CAT),Engineering Graphics and Design,7:00 am - 3:00 pm,"Highbury is an independent school for boys from Grade R to Grade 7, and is situated in the picturesque suburb of Hillcrest on 11ha of park-like grounds. Founded in 1903, the school has a proud tradition of quality education encompassing academics, culture and sport. Highbury caters for more than 550 boys in a vibrant and stimulating learning environment. Dedicated and caring staff, along with superb facilities ensure that every boy is given the opportunity to achieve his personal best. Highbury has a co-educational pre-primary unit, the Weavers' Nest, which caters for Grade 0000 and Grade 00. These 80 children are under the care of six fully qualified pre-primary staff, two teacher assistants and a teaching intern per class. ? See Hillcrest area on map to see other schools nearby. cnr Mcmillan and, Highbury Rd, Hillcrest, 3650, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:34 am local time","cnr Mcmillan and, Highbury Rd, Hillcrest, 3650, South Africa"
