Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Gauteng,Johannesburg,uchs@unitedcs.co.za,https://www.curro.co.za/schools/curro-helderwyk-primary-school/,,https://saprivateschools.co.za/listing/united-church-primary-school/,Music,African Languages,Physical Sciences,Economics,Visual Arts,7:00 am - 3:00 pm,"United Church School is an independent school and a member of ISASA, the Independent Schools Association of South Africa. We have been commended by the National Department of Education for our on-going success in the face of the severe socio-economic challenges that affect the lives of most of our learners. Our Grade 12 pass rates are 100% and many of our Matriculants go on to study at universities. ?Frances St, Yeoville, Johannesburg, 2198, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:08 am local time","Frances St, Yeoville, Johannesburg, 2198, South Africa"
Gauteng,Randburg,louisevg@gmail.com,,,https://saprivateschools.co.za/listing/summerfield-nursery-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Classes We offer a baby friendly area with its own exclusive playground which is separate from the areas that cater for the children from 2 to 6 years. All our classes are purpose built so that a safe and nurturing environment is offered to the children. The school has a policy to keep classes small. We will provide one care-giver for every 3 babies and a teacher for up to 12 children from the ages of 2 to 6 years. This will ensure that your child gets personal attention from his or her teacher and that a loving and good relationship will develop between teacher and child.char4 Events and Extra-murals During the school year, we host a concert, grandparent's day, exciting outings, spring picnic, big walk and much more. Extra-mural activities are offered at the school at an additional fee. Please contact our school for details. See Randburg Schools We strive to ensure that your child will have fun while learning!18 Patrick Ave, Olivedale, Johannesburg, 2188, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:08 am local time","18 Patrick Ave, Olivedale, Johannesburg, 2188, South Africa"
Ballito,Kwazulu Natal,northcoast@crawfordinternational.co.za,,,https://saprivateschools.co.za/listing/crawford-pre-school-north-coast/,CAPS,,Ballito,Grade RR,Grade R,7:00 am - 3:00 pm,"At Crawford North Coast, we believe that the path to success lies in accepting challenges as opportunities for growth. We expect our students to strive for excellence and set high personal and academic standards for themselves. We encourage our students to think freely and play an active role in the learning process. Mutual respect is the cornerstone upon which our College community is built. ? See Ballito area on map to see other schools nearby.Watson Hwy, Westbrook, Tongaat, 4399, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:08 am local time","Watson Hwy, Westbrook, Tongaat, 4399, South Africa"
Gauteng,Roodepoort,admissions@tkswr.co.za,https://uplands.co.za/,,https://saprivateschools.co.za/listing/the-kings-high-school-west-rand/,English,CAPS,,Twitter,Instagram,7:00 am - 3:00 pm,"This school's description is currently being updated and will appear within the near future.63 Malcolm Rd, Poortview, Johannesburg, 1740, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:08 am local time","63 Malcolm Rd, Poortview, Johannesburg, 1740, South Africa"
Kwazulu Natal,Durban,enrolments@dccschool.co.za,,,https://saprivateschools.co.za/listing/durban-christian-centre-primary-school/,Agricultural Sciences,Consumer Studies,Agricultural technology,Engineering Graphics and Design,Electrical Technology,7:00 am - 3:00 pm,"Durban Christian Centre School is in the suburb of Mayville close to the city centre. We are located in Galway Road which is on the same premises as the Jesus Dome. The school serves the Durban South area (namely Sherwood, North Beach, Westville, Queensburgh) which is a predominantly middle-class, socio-economical group. We are concerned to serve, in particular, those who seek the top quality education Christian ethos and values that characterise the school. The offering of an education where the curriculum is designed to be sound in its academia as well as a biblical perspective. We are probably one of the few Christian schools who strive towards this. While we are a Christian School children of other faiths, different racial and cultural backgrounds are welcomed. One of our fundamental goals is to raise future prophets, priests and kings. We are equipping ?Daniels?in a Babylonian society. Our weekly assembly is a unique feature. 39 Galway Rd, Mayville, Durban, 4091, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:08 am local time","39 Galway Rd, Mayville, Durban, 4091, South Africa"
Limpopo,Mokopane,ortloffskind@mokopane.za.net,,,https://saprivateschools.co.za/listing/ortloffs-preparatory-private-christian-primary-school/,Religion Studies,Business Studies,Tourism,History,Agricultural Sciences,7:00 am - 3:00 pm,"Ortloff's was established in 1994 as a Kindergarten with a total of 6 children. Over the years Ortloff's has grown into a fully functioning Kindergarten, taking children in from 1 years up to Grade R. What makes Ortloff's unique is that we strive to make Ortloff's a home away from home. We lay a solid foundation for the children, letting them explore the wonders around us, equipping the classes with various equipment and resources. 44 De Klerk St, Mokopane, 0600, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:08 am local time","44 De Klerk St, Mokopane, 0600, South Africa"
Mpumalanga,Hazyview,hpcadmin@metropolitangroup.co.za,,,https://saprivateschools.co.za/listing/hazyview-private-primary-school/,Music,African Languages,Physical Sciences,Economics,Visual Arts,7:00 am - 3:00 pm,"Hazyview Private College takes pride in its academic, socio-economic and cultural diversity. The School ensures that all pupils are congratulated for their effort and dedication to achieving personal success. The learners of this school are drawn from a feeder area which is represented by a vibrant and colourful community. Behind the statistics and results each child has a unique story. R40, Hazyview, 1242, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:08 am local time","R40, Hazyview, 1242, South Africa"
Limpopo,Polokwane,zirkia.northview@gmail.com,814 424 474,https://www.northviewchristianacademy.co.za/,https://saprivateschools.co.za/listing/northview-christian-academy-primary-school/,Chess,Cricket,Fitness & P.E,Choir,Coding,7:00 am - 3:00 pm,"The real achievement of Northview does not lie in the academic results nor the number of trophies obtained throughout the year. It lies in the positive learning environment that has been fostered and the ""ethos of care"" that learners and staff have nurtured over the years. It has become an environment where the development of the each child's individual potential is at the centre of all decision making. The School's motto: ""Live, Love and Learn like Jesus"" underpins all ventures and ensures a steadfast spirit of commitment within the learners towards achieving their best. This environment has not developed by chance. Northview has grown through the vision of those who first conceptualised it - the early trustees, staff and parent community who believed that a school built on quality education and Christian values was, indeed necessary in Polokwane. Today Northview Christian Academy (NCA) is one of the most diverse independent schools in Limpopo. The school's demographic profile truely represents South African society.Northview Christian Academy, Campbell Street, Mypark X5, Polokwane, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:08 am local time","Northview Christian Academy, Campbell Street, Mypark X5, Polokwane, South Africa, South Africa"
Kwazulu Natal,Pinetown,marketing@highwaycollege.co.za,,,https://saprivateschools.co.za/listing/highway-primary-school/,Physical Sciences,Afrikaans,Religion Studies,Geography,Agricultural Management Practices,7:00 am - 3:00 pm,"The Mission of Highway College is to provide equal opportunity schooling for all children in a Bible-based environment. To create a quality educational experience in which every child is nurtured, protected, trained and equipped for life. To guide each child in becoming a well-adapted, socially responsible and balanced adult while fulfilling his or her calling and higher purpose. To raise generations of Christian, ethical leaders who will fulfil God's higher plan and purpose. We are proud to list among our past students those who have gone far in their chosen careers. They matriculated with a sense of purpose and have become teachers, art directors, musicians, music producers, publishers, business owners, entrepreneurs, accountants, engineers, missionaries, and pastors. We have also seen many old pupils return to teach in our school. School Hours Pre-school 07h40-12h30 Monday to Friday Grade 1 & Grade 2 07h40-13h00 Monday to Thursday Grade 4-6 07h40-14h00 Monday to Thursday Grade 1-6 07h40-12h30 Friday Grade 7-12 07h40-14h30 Monday to Thursday 07h40-13h00 Friday email an enquiry18 Bishop Road (Corner of Beviss and Oppenheimer roads Pientown, Pinetown, 3600Monday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:08 am local time","18 Bishop Road (Corner of Beviss and Oppenheimer roads Pientown, Pinetown, 3600"
Bellville,Western Cape,admin@shilohcentre.co.za,,,https://saprivateschools.co.za/listing/shiloh-learning-centre-primary-school/,Agricultural Sciences,Consumer Studies,Agricultural technology,Engineering Graphics and Design,Electrical Technology,7:00 am - 3:00 pm,"Mission To provide a holistic learning environment utilizing God's provision to equip each child for God's Kingdom. Vision To discover and develop the individual gifts and talents in every child to fulfill God's calling; and to nurture them to obey and give God the maximum glory. Strategy We follow a strategy of Cooperative teaching and learning . This strategy enables all learners and educators to be actively involved in the learning process. No-one can sit back and enjoy a free ride! Learning Process / Goals 1.Foundation is to be rooted in Christ. Must know God loves them. Learn good and evil through a relationship with Father, in Christ. 2.Awakened to your purpose and the gifts and talents to accomplish it 3.Understanding how to be a good steward of your resources (body, assets, time, energy) 4.Ability to identify, conceptualize and provide a solution in context (think) 5.Awareness of needs of others (not selfish, true Christ like servant heart) See Bellville area on map to see other schools nearby.91 Robert Sobukwe Rd, Bellville South, Cape Town, 7505, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:08 am local time","91 Robert Sobukwe Rd, Bellville South, Cape Town, 7505, South Africa"
