Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Gauteng,Johannesburg,admin@patersonparkschooljhb.co.za,,,https://saprivateschools.co.za/listing/paterson-park-primary-school/,IEB,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"Paterson Park Primary School is a Seventh-day Adventist primary school located in Orange Grove, Johannesburg. The school is under the Northern Conference of South Africa which is part of the Southern Africa Union Conference which is under the Southern Africa Indian Ocean Division. It was established in 1932 as the Johannesburg SDA Church School, in 1953 the school moved to Orange Grove and became known as Paterson Park School3 10th St, Orange Grove, Johannesburg, 2192, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:37 am local time","3 10th St, Orange Grove, Johannesburg, 2192, South Africa"
Western Cape,Helderberg,rajaa@telkomsa.net,,,https://saprivateschools.co.za/listing/madrasatur-rajaa-strand-moslem-council-high-school/,CAPS,,Western Cape,Facebook,Twitter,7:00 am - 3:00 pm,"Muslim High school.41 Nolte St, Weltevreden, Cape Town, 7139, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:37 am local time","41 Nolte St, Weltevreden, Cape Town, 7139, South Africa"
Durban,,admissions@holyfamilycollege.co.za,0312055083,http://holyfamilycollege.co.za,https://saprivateschools.co.za/listing/holy-family-college-durban-high-school/,Ballet,Basketball,Chess,Swimming,Acting,7:00 am - 3:00 pm,"Grade 000 to 12: Quid Retribuam is not just a Latin phrase; it is a guiding principle that encapsulates our purpose here at Holy Family College Durban. Translating to “What shall I render?” this motto lies at the heart of everything we do, shaping the very essence of our educational journey. We are thrilled to have you join our community where this philosophy thrives.At Holy Family College, we hold a strong belief that we are nurturing more than just students; we are fostering confident leaders of tomorrow. Central to this mission is instilling the value of giving back – to one another and to society as a whole. We are dedicated to preparing our learners to not only embrace the opportunities that the world presents but also to contribute positively to them. This ethos, coupled with a steadfast foundation in moral principles, equips them to navigate any challenge that comes their way.Nestled on top of the Ridge in the verdant suburb of Glenmore, overlooking the University of KwaZulu-Natal, Holy Family College is more than just a school; it’s a vantage point to the future. With convenient access and a bus route at our doorstep, we offer more than just an education – we provide an experience. Our picturesque campus offers panoramic views of the Durban Harbour and the vast expanse of the Indian Ocean, offering a daily reminder of the horizons awaiting our students.Our commitment extends beyond academia; we take immense pride in nurturing well-rounded individuals. A holistic approach ensures our students are not only academically proficient but also spiritually centered, emotionally resilient, and physically active. Rooted in the Catholic tradition, we anchor our learners in a values-driven ethos, equipping them with the tools to embrace their unique identities and celebrate the diversity in others.Our faculty Leaders are more than educators; they are passionate facilitators of growth. With a dedication to individualized learning, we recognize that every child has their own rhythm of progress. Our teachers are dedicated to guiding each student on their personal journey, fostering an environment where they can flourish at their own pace.As you step into our Holy Family College community, you’re not just entering a school – you’re becoming a part of a family. A family driven by shared values, a commitment to excellence, and a shared aspiration to make a positive impact. Together, we’ll explore, learn, and grow, guided by the question, “What shall I render?”11 Convent Close, off Rick Turner Road, Glenmore, Durban, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:37 am local time","11 Convent Close, off Rick Turner Road, Glenmore, Durban, South Africa"
Mpumalanga,Emalahleni,chiringigwa@gmail.com,,,https://saprivateschools.co.za/listing/witbank-combined-christian-primary-school/,Agricultural Sciences,Consumer Studies,Agricultural technology,Engineering Graphics and Design,Electrical Technology,7:00 am - 3:00 pm,"The main purpose of the School is to conduct and maintain a private school for formal Primary and Secondary Education, based on Christian principles for the children of our community. The School is thus an extension of the Church and its vision as determined from time to time. In light of the above, WITBANK CHRISTIAN ACADEMY has chosen to use the Accelerated Christian Education (ACE) system. This system is academically sound as it is based on each individual child's learning ability, which facilitates learning through self-instructional materials and is achievement-oriented and self-motivational. The School is part of the Church, its curriculum is in harmony with the Bible and its staff are born-again Christians. Since the school is not an arm of the Church but is the Church in action, the school falls under the pastoral authority of the Leadership of the Church. ? ? See Emalahleni area on map to see other schools nearby.
Narooma St, Kromdraai 292-Js, Emalahleni, South AfricaNarooma St, Kromdraai 292-Js, Emalahleni, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:37 am local time","Narooma St, Kromdraai 292-Js, Emalahleni, South Africa"
Gauteng,Centurion,info@veritasschoolgroup.com,,,https://saprivateschools.co.za/listing/veritas-academics-pre-school/,IEB,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"As a school we are committed to providing an excellent academic education. The school maintains small class sizes and constantly strives to keep pace with advances in technology in order to equip our learners for the 21st century. Veritas Academics School has qualified staff that are committed to providing necessary support, motivation and expertise to ensure that our learners will be equipped to unlock their full potential. Education takes place in a secure environment and within a framework of discipline and caring. We encourage all parents and learners to involve themselves as much as possible in school life because the more you put in, the more you will get out.9 Panorama Rd, Rooihuiskraal, Centurion, 0154, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:37 am local time","9 Panorama Rd, Rooihuiskraal, Centurion, 0154, South Africa"
Kwazulu Natal,Pinetown,kokkewiet@worldonline.co.za,,,https://saprivateschools.co.za/listing/kokkewiet-pre-primer-pinetown-pre-school/,CAPS,,Kwazulu Natal,,Copy link,7:00 am - 3:00 pm,"""Kokkewiet Pre-PrimÃªr is in Voortrekker straat 41, Ashley, Pinetown, KZN en bedien babas van 3 maande tot 18 maande, peuters 18 maande tot 3 jaar en kleuters 3 jaar tot 6 jaar (Gr.R). Ons is die voerskool vir Gelofte Skool. Kokkewiet is â€˜n nie-diskrimminerende, regverdige skool en skep gelykmatige geleenthede vir almal in â€˜n deeglike voorbereide en stimulerende omgewing. ""41 Voortrekker St, Ashley, Pinetown, 3610, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:37 am local time","41 Voortrekker St, Ashley, Pinetown, 3610, South Africa"
North West,Rustenburg,staugustineps@telkomsa.net,,,https://saprivateschools.co.za/listing/st-augustine-private-christian-primary-school/,Civil Technology,Dramatic Arts,Computer Applications Technology (CAT),Information Technology,English,7:00 am - 3:00 pm,"This school's description is currently being updated and will appear within the near future.143 Leydstreet, Rustenburg, 2999, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:37 am local time","143 Leydstreet, Rustenburg, 2999, South Africa"
Mpumalanga,Nelspruit,cefupsacadmy@gmail.com,,,https://saprivateschools.co.za/listing/cefups-academy-high-school/,IEB,,Mpumalanga,Instagram,YouTube,7:00 am - 3:00 pm,"Academics At Cefups Academy we strive to produce lifelong learners; discouraging the artificial rote learning process and focusing instead on a deepening of knowledge and a critical understanding of all subject matter. Learning Support What defines the Cultural Department at Cefups Academy is its sheer variety and richness. At Cefups Academy we believe in enriching and inspiring our girls as they journey towards adulthood, by providing them with as broad a range of cultural activities as possible. Boarding School Cefups Academy Senior is the only co-educational independent boarding facility in Mpumalanga. Our Boarding offers a caring, nurturing environment headed by a senior house master/mistress and assistant staff. ? See Nelspruit / Mbombela area on map to see other schools nearby. Portions 52 and 54 of the farm Friedenheim P.O Nelspruit 1200., South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:37 am local time","Portions 52 and 54 of the farm Friedenheim P.O Nelspruit 1200., South Africa"
Gauteng,Johannesburg,tyron@boostacademy.co.za,,,https://saprivateschools.co.za/listing/boost-academy-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"The Boost Academy is a registered independent school with campuses in Highlands North, Johannesburg, and Gardens, Cape Town. Boost Academy is fully accredited to offer the internationally recognised NSC matric through our independent examination body SACAI. We offer an individualised, alternative learning environment for all types of children, catering predominantly for those children who do not fit into the current mainstream model due to academic, social, school refusal or emotional difficulties, but also for any child who wishes to attend a school which values them as an individual and whose parents appreciate constant feedback regarding their performance and wellbeing. We strive for each of our learners to achieve their personal best by providing a safe and nurturing academic experience in a positive and happy school environment. Boost Academy attracts and retains experienced, caring and innovative staff who provide quality, stimulating and challenging learning opportunities. Children thrive in the learning environment we have created. We foster a strong parent-community-teacher partnership. We embody the philosophy of the happy learner and ensure that every child that walks through our doors leaves with a smile on their face and exudes confidence. 154 Athol St, Highlands North, Johannesburg, 2192, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:37 am local time","154 Athol St, Highlands North, Johannesburg, 2192, South Africa"
Gauteng,Jhb South,school@maronitesa.co.za,,,https://saprivateschools.co.za/listing/our-lady-of-lebanon-maronite-catholic-primary-school/,Mathematical Literacy,Mathematics,Accounting,Religion Studies,Business Studies,7:00 am - 3:00 pm,"Our vision is to cultivate young children through education and to prepare them for a better future with self confidence and determination to achieve their full potential as loyalists to God's kingdom. The education offered at Our Lady of Lebanon Maronite Catholic School aims to develop knowledge, beliefs and practices of the Maronite Catholic Faith while acknowledging and respecting members of other Christian denominations and religions. Our aim is to nurture the faith development of students by fostering an ethos based on the Gospel values of love and faith, striving to create a pleasant learning environment. The common goal between school and home is to support each child's development spiritually, physically, socially, intellectually, emotionally and morally. We endeavor to facilitate each child's journey towards his/her potential through quality learning and teaching practices, where each child is able to develop his or her talent or ability to the full. ? See Mulbarton area on map to see other schools nearby.Our Lady Of Lebanon Maronite Catholic Church, Blougom Crescent, Liefde En Vrede, Johannesburg South, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:37 am local time","Our Lady Of Lebanon Maronite Catholic Church, Blougom Crescent, Liefde En Vrede, Johannesburg South, South Africa, South Africa"
