Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Gauteng,West Rand,admin@vineyardschool.co.za,,,https://saprivateschools.co.za/listing/the-kings-high-school-vineyard/,CAPS,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"Vineyard Christian School was established in 1990 as an extension to Little Kings Nursery School. Little Kings Nursery School became Little Vineyard Nursery School and is now known as Vineyard pre-primary. Our primary school opened its doors in January 2005 with one grade R and one grade 1 class. We completed our senior primary in 2012 with the addition of a grade 7 class. We accept children from 3 months to grade 7. The school is based in Muldersdrift, 5 minutes from Cradlestone Mall. Our teachers are deeply committed Christian educators who provide a nurturing environment. Our small classes (maximum of 23 children per class) ensure that your child receives individual one on one attention. Honingklip, Muldersdrift, 1747, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:16 am local time","Honingklip, Muldersdrift, 1747, South Africa"
Western Cape,West Coast,info@generationschools.co.za,,,https://saprivateschools.co.za/listing/generation-primary-schools-sunningdale/,Visual Arts,Geography,Agricultural Management Practices,Dance Studies,Civil Technology,7:00 am - 3:00 pm,"Children are changing, and as the world moves forward, we need to rise up to the challenge and adopt a future focused approach to the way we teach our children. At Generation Schools, we believe in discovering the individual talents of each child and creating an environment where curiosity is king and the love of learning is actively encouraged and nurtured. Where knowledge is not only taught, but also experienced. Each child is allowed to discover their true passions naturally, so that they can grow to become creative, inventive women and men who are capable of doing new things, not simply repeating what other generations have done. The future lies open to those who keep their love for learning alive and it is our responsibility to guide it. ? 33 Oakland Hill Rd, Milnerton Rural, Cape Town, 7441, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:16 am local time","33 Oakland Hill Rd, Milnerton Rural, Cape Town, 7441, South Africa"
Mpumalanga,Hazyview,justin@taalct.co.za,,,https://saprivateschools.co.za/listing/taal-net-hazyview-primary-school/,Mechanical Technology,Information Technology,English,Music,African Languages,7:00 am - 3:00 pm,"This school's description is currently being updated and will appear within the near future.Arend Way, Hazyview, 1242, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:16 am local time","Arend Way, Hazyview, 1242, South Africa"
Gauteng,East Rand,thutomfundo28@gmail.com,,,https://saprivateschools.co.za/listing/thuto-private-primary-school/,Mathematical Literacy,Mathematics,Accounting,Religion Studies,Business Studies,7:00 am - 3:00 pm,"We are a learning centre in Brakpan dedicated in providing quality education and early childhood development. Ages: 3months to grade987 Kingsway Ave, Brakpan, 1540, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:16 am local time","87 Kingsway Ave, Brakpan, 1540, South Africa"
Gauteng,Sandton,principal@sandhurstprep.co.za,(011) 784 0452,https://sandhurstprep.co.za/,https://saprivateschools.co.za/listing/sandhurst-preparatory-school/,Accounting,Music,African Languages,Tourism,Economics,7:00 am - 3:00 pm,"At Sandhurst Pre- & Preparatory College we as qualified teachers and educators, want to ensure that we afford all the boys and girls entrusted to our care the same opportunities that will create life long special memories to value and treasure as they grow. Our dedicated and passionate team of highly-skilled staff hold Bachelor and Honours degrees and all have specialised in education ensuring that your child is afforded access to a world-class education, in a unique school setting.81 Olympia Ave, Parkmore, Sandton, 2196, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:16 am local time","81 Olympia Ave, Parkmore, Sandton, 2196, South Africa"
Alan Manor,,lindav@calvarychristiancollege.co.za,104 481 573,https://www.calvarychristiancollege.co.za/,https://saprivateschools.co.za/listing/calvary-christian-primary-school/,Mathematical Literacy,Mathematics,Music,Afrikaans,Visual Arts,7:00 am - 3:00 pm,"Calvary Christian College is a renowned Christian learning institution whose mission is set on developing future leaders of integrity. Established in 1986, Calvary has grown in leaps and bounds and recorded notable and exceptional academic excellence through the years. We have earned a praiseworthy reputation for placing our learners at the core of our academic activities and grooming them as individuals learning towards Christian leadership. Our 100% pass rate recorded for the past 6 years is testimony to the quality of our teaching staff and academic programmes. Our education industry credentials and credibility are established and reinforced by being being a legally registered institution with affiliations and accreditation with reputable education regulatory bodies. Calvary Christian College is registered with the Gauteng Education Department and the Independent Examination Board (IEB). The school also enjoys full accreditation from Umalusi, which is the primary accreditation body for all education and training institutions in South Africa.29 Wisane St, Alan Manor, Johannesburg, 2091, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:16 am local time","29 Wisane St, Alan Manor, Johannesburg, 2091, South Africa"
Mpumalanga,Emalahleni,rcsadmin@mweb.co.za,,,https://saprivateschools.co.za/listing/robert-carruthers-pre-school/,CAPS,,Mpumalanga,Grade RR,Grade R,7:00 am - 3:00 pm,"As the oldest school in Emalahleni, Robert Carruthers has an interesting and varied history closely connected to the development and growth of this platteland city. Our school caters for children ranging from 5-15 and demographically represents a microcosm of South African society in the 21st century. We are as proud of our diversity as we are of our academic and sporting achievements and believe that this wonderful institution instills a sense of civic and community pride for all things South African. Although our language of tuition is English, with Afrikaans offered as a first additional language; as many as twenty different languages are spoken at home by our 1158 children. We strongly urge all parents to ensure that their home language and culture is kept alive but ask that they assist us in our endeavours to teach English by supporting our insistence that only English (unless in the Afrikaans classes) is spoken at school. When making application for enrollment at our school parents of non-English speaking children should understand that in most cases it takes a child a full year to master the language of learning and teaching; usually resulting in the child having to repeat the academic year.Robert Carruthers School, Pierneef Avenue, Witbank, Emalahleni, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:16 am local time","Robert Carruthers School, Pierneef Avenue, Witbank, Emalahleni, South Africa, South Africa"
Bloemfontein,Free State,admin@kyriosschool.co.za,https://www.poplaracademy.co.za/,,https://saprivateschools.co.za/listing/kyrios-independent-high-school/,English,CAPS,,Twitter,Instagram,7:00 am - 3:00 pm,"Kyrios Independent School was established in 2011 when the owners were faced with serious challenges with regards to their youngest son's schooling. As busy ""business owning"" parents who care deeply about their children, they needed to find the best possible solution. They decided to employ a teacher to home-school their son. This turned out to be a successful endeavour as their son's results and his attitude improved significantly. It became apparent that sometimes so called ""difficult or impossible"" kids who are often rejected by other institutions simply required more individual attention and adapted engagement methods that are not readily available in larger schools with high density classrooms. Soon there were requests from friends to join the home-schooling group, and as they realised that most of these kids were desperate, they allowed them to join. The result: for the 2011 school year the six matric pupils in the school all passed successfully. This is still the heart of Kyrios. See Bloemfontein area on map to see other schools nearby.Kyrios Independent School, Bloemfontein, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:16 am local time","Kyrios Independent School, Bloemfontein, South Africa, South Africa"
Gauteng,Sandton,admin@osummitschool.com,,,https://saprivateschools.co.za/listing/osummit-montessori-primary-school/,Visual Arts,Geography,Agricultural Management Practices,Dance Studies,Civil Technology,7:00 am - 3:00 pm,"Our School Environments Our independent boutique school community, in the heart of Bryanston, welcomes families who consider holistic child development and learning a priority in preparing the whole child for life. We successfully balance tactile classroom learning with recognising the need for exposure to modern technology. Our campus includes 3 bespoke Montessori environments where we follow a classic Montessori Curriculum, together with a College environment where we offer the British International Curriculum. We are focused on developing an informed curiosity and a lasting passion for learning, whilst gaining the essential skills they need for success at high school, tertiary studies, and in their future careers. Visit our International School Bryanston today for a tour. ? See Bryanston area on map to see other schools nearby.17 Elgin Rd, Bryanston, Sandton, 2191, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:16 am local time","17 Elgin Rd, Bryanston, Sandton, 2191, South Africa, South Africa"
Kwazulu Natal,Estcourt,applications@ecaschool.co.za,,,https://saprivateschools.co.za/listing/elevate-christian-academy-high-school/,CAPS,,Kwazulu Natal,Instagram,YouTube,7:00 am - 3:00 pm,"This value is realised by establishing our school's educational philosophy, materials and methodology on Biblical principles. Our educators and staff honour the Biblical foundation upon which our school is built, thereby building Godly character in the lives of the children they are entrusted with. 10 Good St, Estcourt, 3310, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:16 am local time","10 Good St, Estcourt, 3310, South Africa"
Gauteng,Pretoria East,info@silverstarschool.co.za,,,https://saprivateschools.co.za/listing/silver-stars-nursery-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Silver Stars is a dual medium Private Christian Nursery school that caters for children from babies to Grade 00. Our main aim is to create a safe and secure environment for your child, where they can learn through play. Silver Stars' philosophy is small classes, loving teachers and much interaction. Silver Stars also aims to focus on individual attention to your child with a view to fostering physical, social, emotional, intellectual and spiritual development in each child thus providing a sound foundation for their future. We have excellent security on the property which includes controlled electronic access and surveillance CCTV cameras. A variety of animals such as rabbits, ducks, chickens and guinea fowl roam the property freely. See Lynnwood area on map to see other schools nearby.22 Catherine Street Shere Agricultural Holdings, silver lakes, Pretoria, 0084, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:16 am local time","22 Catherine Street Shere Agricultural Holdings, silver lakes, Pretoria, 0084, South Africa"
Gauteng,Pretoria East,edendale@doxadeo.co.za,,,https://saprivateschools.co.za/listing/edendale-independent-primary-school/,African Languages,Physical Sciences,Afrikaans,Visual Arts,Geography,7:00 am - 3:00 pm,"Mission Providing quality Christ centred education to all learners from Gr RR to Gr 12 Raising City Changers to obtain their full potential in Christ, live purposefully with passion in a safe caring environment Provide additional support services through our School Care Programme Vision It is our vision to transform the local communities we serve To become centre's / domains where Christ is known and worshipped, as an extension of the Maragon dream To provide affordable holistic Christ centred education Sefako Makgatho Dr R513 East Nooitgedacht Farm, Cullinan, 1000, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:16 am local time","Sefako Makgatho Dr R513 East Nooitgedacht Farm, Cullinan, 1000, South Africa"
