Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Johannesburg,Bedfordview,bedfordview@crawfordinternational.co.za,,,https://saprivateschools.co.za/listing/crawford-international-bedfordview-high-school/,CAPS,,Johannesburg,Facebook,Twitter,7:00 am - 3:00 pm,"Imagine a school that creates Global Changemakers. A school like Crawford International, where it's not just about the acquisition of knowledge, but also about giving our children voice, choice, and ownership. We do this through mentorship, a personalised learning journey, and a future-focused education that is locally and globally relevant.We are Crawford International independent schools, welcome to our community!50+NationalitiesAll inclusive fees (T&C's)20+Subjects ChoicesGlobally Aligned Education.7 Marais Rd, Bedfordview, Johannesburg, 2008, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:39 am local time","7 Marais Rd, Bedfordview, Johannesburg, 2008, South Africa"
Free State,Welkom,headmaster@dominic.co.za,,,https://saprivateschools.co.za/listing/st-dominics-primary-school/,Tourism,Economics,Visual Arts,Consumer Studies,Agricultural technology,7:00 am - 3:00 pm,"Grounded in the ethos of our founding Sisters and Brothers, St Dominic's College provides the environment for every child to shine in his or her endeavours at school. Embracing the St Dominic's Pillars of Excellence children are shown a vision of what they can become through academic excellence, sporting prowess, cultural enrichment, community outreach and spiritual foundation. Providing an environment of pastoral care, good discipline and spiritual development, St Dominic's College opens a world of possibilities for every child. 85 Jan Hofmeyer Rd, Welkom Central, Welkom, 9460, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:39 am local time","85 Jan Hofmeyer Rd, Welkom Central, Welkom, 9460, South Africa"
Gauteng,Jhb South,admin@3rca.co.za,,,https://saprivateschools.co.za/listing/3-rivers-christian-academy-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"The school, situated in Vereeniging started with 16 students and has since grown to just over 215 students, ranging from Grade R to Grade 12, served by more than 26 full-time educators. The school operates as a ministry wing of Spiritlife Ministries and serves parents and children of all denominations. It has always provided education to all students, not discriminating on the basis of race, colour, national or ethnic origin. It adheres to the Statement of Faith of the Spiritlife Christian Church. ? The school was established on the church grounds boasting some excellent facilities found on 20 acres of parkland adjoining the Klipriver, north of Three Rivers in Duncanville Ext.3, Vereeniging. These facilities include Soccer and Volleyball Fields, Netball Court, a half-sized Olympic Pool, Tuck shop and Day Care facilities. 3 Rivers Christian Academy is registered with the Gauteng Department of Education (G.D.E.) since 1992 and meets all its Governance, Curriculum Standards, Infra-structure, Health and Safety requirements.22 King St, Duncanville Ext.3, Vereeniging, 1930, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:39 am local time","22 King St, Duncanville Ext.3, Vereeniging, 1930, South Africa"
Kwazulu Natal,Pietermaritzburg,marketing@cordwalles.co.za,,,https://saprivateschools.co.za/listing/cordwalles-preparatory-school/,Physical Sciences,Afrikaans,Religion Studies,Geography,Agricultural Management Practices,7:00 am - 3:00 pm,"Cordwalles Preparatory School is situated in Pietermaritzburg, the capital of KwaZulu-Natal, a province in the Republic of South Africa. The school, proudly 'boys only', was founded in 1912 by the then Bishop of Natal, Bishop Samuel Baines with twelve boys. Enrolment has now grown to more than three hundred and sixty boys in 2015. Boarding facilities are available for boys from Grade 4 to 7. Cordwalles is a member of the Independent Schools Association of Southern Africa (ISASA). A focus of personal excellence; an emphasis on Christian values; long-standing tradition - these are just some of the facets which make Cordwalles Preparatory School a popular choice for young boys. ? See Pietermaritzburg area on map to see other schools nearby.101 Howick Rd, Wembley, Pietermaritzburg, 3201, South Africa101 Howick Rd, Wembley, Pietermaritzburg, 3201, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:39 am local time","101 Howick Rd, Wembley, Pietermaritzburg, 3201, South Africa"
Western Cape,West Coast,deblyn.stein@gmail.com,,,https://saprivateschools.co.za/listing/trinity-grammar-christian-primary-school/,Agricultural technology,Dance Studies,Civil Technology,Hospitality Studies,Mechanical Technology,7:00 am - 3:00 pm,"A classical Christian school in Cape Town. Open for Gr R, Foundation and Intermediate Phase. Small classes, academic excellence and Christian discipleship. Additional languages: Latin, Xhosa and Afrikaans. Art and music tutoring, and sports coaching. Founded by Christian families for Christian families Trinity School was started in 2017 by Grant and Deborah Stein, who have long had a vision for Classical Christian Education. The school started with a playgroup in their dining room. One by one, other families caught the vision as Deborah taught their children. Today (2020) we have six full-time and four part-time staff serving a preschool and a Grammar School with Grades 1-4 (and its own board of directors), still spear-headed by Deborah Stein as School Director.77 Ringwood Drive, Parklands, Cape Town, 7441, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:39 am local time","77 Ringwood Drive, Parklands, Cape Town, 7441, South Africa"
Gauteng,Randburg,marketing@dlshcch.co.za,,,https://saprivateschools.co.za/listing/de-la-salle-holy-cross-primary-school/,Religion Studies,Business Studies,Tourism,History,Agricultural Sciences,7:00 am - 3:00 pm,"ImportWe undertake to nurture our learners spiritual, intellectual, social, moral, physical and emotional development in a caring, yet challenging environment. In the process, we will embrace the best innovative and tested learning experiences to enhance their education and growth, to ensure relevance to the society in which we live. We shall endeavour, through example and invitation, to promote independent thinking whilst living out the values of the Gospel enshrined in our school motto ""Be first, that you may be of service"". We will encourage each other to be the best person we can be and to develop a commitment of service to others. We shall always strive to ensure that the rights of all are held sacred. See Randburg area on map to see other schools nearby.13th St & Braemar Road, Victory Park, Johannesburg, 2195, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:40 am local time","13th St & Braemar Road, Victory Park, Johannesburg, 2195, South Africa"
Nelspruit,Mbombela,maadmin@metropolitangroup.co.za,https://sacredheart.co.za/,,https://saprivateschools.co.za/listing/metropolitan-academy-primary-school/,Music,African Languages,Physical Sciences,Economics,Visual Arts,7:00 am - 3:00 pm,"Our programme provides fun and educational activities, stimulating imagination and improving on mathematical skills. We find joy and a great pride in helping the children grow to become confident and well-rounded individuals who will be ready to succeed in any school of their choice and in life. Our environment is peaceful, safe and conducive for learning. We have lovely, friendly, certified and trained staff to educate and motivate children. 15 Roodt St, Sonheuwel Central, Mbombela, 1201, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:40 am local time","15 Roodt St, Sonheuwel Central, Mbombela, 1201, South Africa"
Kwazulu Natal,North Coast,info.umhlanga@reddam.house,,,https://saprivateschools.co.za/listing/reddam-umhlanga-primary-school/,Tourism,Economics,Visual Arts,Consumer Studies,Agricultural technology,7:00 am - 3:00 pm,"Umhlanga College (""UC"") is a leading school located in Durban, South Africa. UC provides an outstanding education to 775 students between the ages of three and 18 years old. Umhlanga College will be rebranded ""Reddam House Umhlanga"". Murray Donkin, Chairman of the Board, stated, ""We are excited to join the Inspired community of schools that will provide multiple opportunities for growth for Umhlanga's teachers and students and allow us to accelerate the development of our campus. We had many interested parties but decided that Inspired's values best matched the values of our community"". Nadim M Nsouli, Founder & Chairman of Inspired, commented, ""We look forward to welcoming the students, parents and staff of Umhlanga College into our family of schools.Reddam House Umhlanga, Preston Drive, Prestondale, Umhlanga, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:40 am local time","Reddam House Umhlanga, Preston Drive, Prestondale, Umhlanga, South Africa, South Africa"
Eastern Cape,Port Elizabeth,castignaniw@theodorherzl.co.za,,,https://saprivateschools.co.za/listing/theodor-herzl-pre-school/,CAPS,,Eastern Cape,Facebook,Twitter,7:00 am - 3:00 pm,"Theodor Herzl is an independent, co-educational, English medium school in Port Elizabeth, providing excellent all-round education to approximately 400 pupils from pre-primary to matric. Our aim is to ensure that each child thrives and achieves to the best of his or her potential. Although academic achievement is encouraged and a solid work ethic instilled in all pupils, resulting in consistently outstanding matric results, the true value of the work we do here is revealed in the way that Theodor Herzl graduates continue to thrive, both in their tertiary studies and as productive, responsible citizens. Our pupils come from a wide range of social and ethnic backgrounds, resulting in a vibrant melting pot of cultures, which nurtures remarkable tolerance and mutual appreciation. Theodor Herzl's Jewish identity not only caters for the spiritual growth of its Jewish learners, but also lays the foundation with traditional Jewish and universal values, like respect, tolerance, integrity and service, that bind together every member of the Theodor family. Children of all faiths are welcome and the ancient festivals and life lessons so central to the Jewish faith are enjoyed and appreciated by everyone.14th Ave, Walmer, Gqeberha, 6070, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:40 am local time","14th Ave, Walmer, Gqeberha, 6070, South Africa"
Atlantic Seaboard,Western Cape,School.office@amblesideschool.co.za,,,https://saprivateschools.co.za/listing/ambleside-primary-school-of-hout-bay/,Agricultural Sciences,Consumer Studies,Agricultural technology,Engineering Graphics and Design,Electrical Technology,7:00 am - 3:00 pm,"Ambleside School of Hout Bay is a school in a class of its own. On any given day, you'll find students fully engaged and learning together - thanks to an outstanding curriculum underpinned by excellent resources, engaging discussion and skilled facilitation. Based on educational reformer Charlotte Mason's philosophies, the school offers small student-teacher ratios (16 per class), whilst emphasizing the holistic development of every child - academically, relationally and spiritually. ? WHY AMBLESIDE? A safe, nurturing environment encouraging a love for learning | A Private School in the heart of Hout Bay A World-class Curriculum | Ambleside Schools International Association Preschool to Grade 12 | Unique Learning Methods - Narration with Memory Recall Techniques Small student-teacher ratios (max. 16 per class) | An Education for Life WCED, ISASA & IEB affiliation in Grade 12 | Academic, Relational & Spiritual development Varied Extra-mural activities ? ?120 Milner Ave, Hout Bay, Cape Town, 7806, South Africa120 Milner Ave, Hout Bay, Cape Town, 7806, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:40 am local time","120 Milner Ave, Hout Bay, Cape Town, 7806, South Africa"
