Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Ballito,Kwazulu Natal,info@evps.co.za,,,https://saprivateschools.co.za/listing/eden-village-prep-pre-school/,CAPS,,Ballito,Grade RR,Grade R,7:00 am - 3:00 pm,"Limited to two classes per grade: an Enhance Class of no more than 24 pupils, enabling a more personalised teaching experience, and a Leap Class comprising of no more than 14 pupils, dedicated to pupils who present with specific short-term barriers to learning, and are consequently taught to overcome their specific learning difficulties within a 2-3 year timeframe.Eden Village Foxhill, Salt Rock, 4390, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:05 am local time","Eden Village Foxhill, Salt Rock, 4390, South Africa"
Gauteng,Jhb South,info@bokmakierieprep.co.za,,,https://saprivateschools.co.za/listing/bokmakierie-pre-primary-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"At Bokmakierie Pre Primary School we strive to provide an affordable, quality education to all our learners. We provide the opportunity for all of our children to strive.1 Asher Street @ Chelverton Avenue Alan Manor Mondeor 2110 , South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:05 am local time","1 Asher Street @ Chelverton Avenue Alan Manor Mondeor 2110 , South Africa"
Port Elizabeth,Bluewater Bay,bbeeapplications@gmail.com,,,https://saprivateschools.co.za/listing/bumble-bee-educare-pre-school/,CAPS,,Port Elizabeth,Grade RR,Grade R,7:00 am - 3:00 pm,"Bumble Bee Educare is a home away from home. We provide your child with a safe, loving and fun learning environment where they can learn through play. Our ECD program builds a solid foundation for your child's academic future. Our school is situated in Bluewater Bay, Port Elizabeth. We care for children from 3 months to Grade R, full-day or half-day, as well as, after school care for primary school learners. See Port Elizabeth area on map to see other schools nearby.5 Himeville Dr, Bluewater Bay, Gqeberha, 6210, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:05 am local time","5 Himeville Dr, Bluewater Bay, Gqeberha, 6210, South Africa"
New Bethal East,Mpumalanga,leboramath@yahoo.com,,,https://saprivateschools.co.za/listing/young-harvest-christian-pre-school/,CAPS,,New Bethal East,Grade RR,Grade R,7:00 am - 3:00 pm,"This school's description is currently being updated and will appear within the near future.4 Andries Pretorius St, New Bethal East, Bethal, 2309, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:05 am local time","4 Andries Pretorius St, New Bethal East, Bethal, 2309, South Africa"
Gauteng,Pretoria,platinumstars.chantell@gmail.com,,,https://saprivateschools.co.za/listing/platinum-stars-nursery-pre-school/,Afrikaans,Dual-Medium,CAPS,,Erasmusrand,7:00 am - 3:00 pm,"Welcome to Platinum Stars Nursery School, Rustenburg Afrikaans & English Nursery School Do you want your child to be a ""star""? Come and make her or him part of Platinum Stars Nursery School. The school offers everything that mommy and daddy can ask for. We offer from the newest educational curriculum and gadgets, as well as a loving environment and nutritional food that provides for happy a children. Our qualified teachers and experienced assistants with first aid training will make sure that your ""star"" is safe and enjoy their time at Platinum Stars Nursery School. We take children from the year that they turn 2 to 5 years old. Come and visit us at Platinum Stars Nursery School in Rustenburg, to see how we will have your ""star"" rise and shining! See Rustenburg Schools To find out more about school fees and admissions.Nursery School Pretoria East Bonthuis Crèche, Kleuterskool, Schoongezicht Street, Erasmusrand, Pretoria, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:05 am local time","Nursery School Pretoria East Bonthuis Crèche, Kleuterskool, Schoongezicht Street, Erasmusrand, Pretoria, South Africa, South Africa"
Gauteng,Jhb East,info@magicschool.co.za,,,https://saprivateschools.co.za/listing/magic-primary-school/,Religion Studies,Business Studies,Tourism,History,Agricultural Sciences,7:00 am - 3:00 pm,"We are a Primary & Pre-School. Grades offered: Junior Class (Toddlers from 1 year 8 months), Grade -0 to Grade-3, Aftercare & School Transport Services.41, CHAUCER ROAD, LOMBARDY EAST, JOHANNESBURG,, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:05 am local time","41, CHAUCER ROAD, LOMBARDY EAST, JOHANNESBURG,, South Africa"
Gauteng,Northcliff,info@northcliffpreprimary.co.za,,,https://saprivateschools.co.za/listing/northcliff-pre-primary/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Our mission as it is every year, is to prepare your children for life and to give them the opportunity for joyous living in this preparation to us, the child is a developing person with tremendous potential. It is our privilege to guide this potential into ever widening personal learning experience. Our duty, too, is to ensure that any weakness is observed and corrected to the best of ability. Love is essential in the nursery school; it is not enough in itself. We recognize that we have a responsibility to help the children to: Learn to work and play independently, be at ease about being away from home, and be able to accept help and direction from adults. Learn to live effectively with other children and to value one's own rights and the rights of others. Develop self-identity and a view of themselves as having competence and worth. Realise opportunities to strive and succeed physically, intellectually, socially and emotionally. Sharpen and widen language skills, both listening and speaking.Northcliff Pre Primary, Pendoring Road, Northcliff, Randburg, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:05 am local time","Northcliff Pre Primary, Pendoring Road, Northcliff, Randburg, South Africa, South Africa"
Gauteng,Sandton,admissions@sandtonschoolgroup.co.za,,,https://saprivateschools.co.za/listing/sandton-primary-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"At all of the schools who form a part of the Sandton School Group, our primary aim is to encourage each learner to be a self-confident, inquiring, tolerant, positive, well-rounded person with an independent mind. A balanced programme of rigorous academics, sport, and cultural activities enables learners to discover and expand their own talents in a personal and diverse community, so they can embark on their school careers confidently. Courage, trust, humility, perseverance, community and life-long learning are the underpinning values of the school, and provide the foundation for each learner's growth towards becoming a responsible member of society. The owner of the school, is Mrs Nadya Katz, who has been involved in education for the past 22 years. She started her first school with a couple of babies and through the years she has expanded her numbers to include two nursery schools and two primary schools. She is passionately committed to education and plays a hands-on role in all her schools, giving staff and children the benefit of her years of experience.Sandton Primary School, Coleraine Drive, Bryanston, Sandton, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:05 am local time","Sandton Primary School, Coleraine Drive, Bryanston, Sandton, South Africa, South Africa"
Western Cape,Mossel Bay,info@darlingduckspreschool.co.za,,,https://saprivateschools.co.za/listing/darling-ducks-pre-pre-school/,CAPS,,Western Cape,Facebook,Twitter,7:00 am - 3:00 pm,"Children are our greatest blessings and at Darling Ducks we understand how important it is for parents to see a smile on their little one's faces. Our school is a happy one situate in a warm, loving and homely environment. We are proud to offer . . . A pre-school that is safe, loving and stimulating, where parents feel confident to leave their child. A pre-school that ensures each child's day is filled with love, play, fun and laughter, but most importantly where children feel secure and happy. Qualified, competent and experienced staff that will guide and teach your child skills to function in society as well as lay the foundation and prepare them for ""big"" school. The opportunity for children to develop a love for learning that will sustain them throughout their school years. Darling Ducks is a feeding school to Milkwood Primary, Park Laerskool, Hartenbos Laerskool and Curro Private School.5 Delta St, Mossel Bay Central, Mossel Bay, 6500, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:05 am local time","5 Delta St, Mossel Bay Central, Mossel Bay, 6500, South Africa"
Limpopo,Modimolle,ctcca.modimolle@gmail.com,,,https://saprivateschools.co.za/listing/cape-to-cairo-christian-academy-primary-school/,Electrical Technology,Hospitality Studies,Mechanical Technology,Mathematics,Accounting,7:00 am - 3:00 pm,"This school's description is currently being updated and will appear within the near future.24 Strydom street, 0510 Modimolle., South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:06 am local time","24 Strydom street, 0510 Modimolle., South Africa"
