Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Gauteng,Sandton,Charisse@cherrylanemontessori.co.za,,,https://saprivateschools.co.za/listing/cherry-lane-montessori-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Cherry Lane Montessori offers a solid academic foundation, emphasizing independence, self-direction, choice, teamwork, cooperation and peace. We provide a comprehensive education from 18 months to 6 years of age. In a family-like setting, that celebrates the diversity of people. We implement the Montessori philosophy in our tranquil and unique environment whilst honouring our commitment to providing a well-rounded education with varied extra mural activities. After care Cherry Lane Montessori Aftercare, we strive to provide an environment where our children feel secure, safe and loved. Holiday care Cherry Lane Montessori Holiday care, we strive to provide an environment where our children feel secure, safe and loved over the holiday periods. Transparent classroom This is an online record keeping system for teachers to record their child's progress and a portal for parents to follow their child's progress. Extra murals We are partnered with Swim safe academy swim school as well as Little kickers, Karate, Ballet and many other extra murals. See Fourways area on map to see other schools nearby.42 Witkoppen Rd, Fourways, Sandton, 2055, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:10 am local time","42 Witkoppen Rd, Fourways, Sandton, 2055, South Africa"
Gauteng,Midrand,info@actshouse.com,,,https://saprivateschools.co.za/listing/acts-house-of-education-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Acts House of Education is a Christian Independent School established in 2015. The school is registered with the Gauteng Department of Education and fully accredited by Umalusi. The school is a proud member of Acts Christian Church and affiliated with the Independent Schools Association of Southern Africa (ISASA). Acts House of Education educates students according to Biblical precepts, and follows a holistic approach in leading and equipping students as they prepare for adulthood. The school offers Grade R-12 and classroom numbers are capped at 24 learners per class, and 2 classes per grade. Acts House of Education has a dedicated team of qualified teachers who are invested in both the academic and pastoral care of their students. Daily devotions, weekly pastoral lessons and monthly worship assemblies form part of making our school a spiritual home.187 Allan Rd, Glen Austin AH, Midrand, 1685, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:10 am local time","187 Allan Rd, Glen Austin AH, Midrand, 1685, South Africa"
Ulundi,Kwazulu Natal,ondinihs@gmail.com,,,https://saprivateschools.co.za/listing/ulundi-independent-pre-school/,CAPS,,Ulundi,Facebook,Twitter,7:00 am - 3:00 pm,"With the limited facilities at our disposal, we are very proud of the high academic standard of the school. When our previous learners left to go to high schools, they mostly gained entry in well-managed high schools. They really excelled and did very well. In a local high school, Masibumbane High, most of the top 5 academic positions are being occupied by our previous learners. Our learners are also well sought after in good schools with a 100% matric pass rate, such as, Eshowe High School, Inkamana Abbey and Landbou High School near Vryheid153 Embelebeleni Street, 3838 Ulundi, South Africa., South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:10 am local time","153 Embelebeleni Street, 3838 Ulundi, South Africa., South Africa"
Gauteng,Sandton,admin@preschoolrivonia.co.za,https://www.royalschools.co.za/princess-park-private-schools-pretoria.html,,https://saprivateschools.co.za/listing/rivonia-pre-school/,English,CAPS,,Rivonia,Grade RR,7:00 am - 3:00 pm,"Conveniently located in Rivonia, Rivonia Preschool offers your little one a solid foundation to build their school career on. Setting them up for success, we offer a leading quality education, through fun learning. Let your child learn in a secure environment where they are encouraged to grow and explore. We will help you instil key values of honesty, responsibility and respect. Education is lead by Karen Civico, an experienced head of department at a leading private school. She has a passion for learning, and this is a common thread throughout the school. We love giving your child the best gift. Our vision Rivonia Preschool provides a quality education to all its children in a loving, caring environment. Learning happens through play, adequately preparing them for their school career. ? See Rivonia area on map to see other schools nearby.Rivonia Preschool, Wessel Road, Rivonia, Sandton, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:10 am local time","Rivonia Preschool, Wessel Road, Rivonia, Sandton, South Africa, South Africa"
Kwazulu Natal,Durban,fatimacs@fatima.co.za,https://www.stmartin.co.za/,,https://saprivateschools.co.za/listing/our-lady-of-fatima-dominican-convent-primary-school/,Hospitality Studies,Mechanical Technology,Information Technology,Accounting,Music,7:00 am - 3:00 pm,"As a Dominican School our motto is â€˜Veritas', the pursuit of Truth, which we believe sets a firm foundation for a dynamic future. Situated in the heart of Durban North, Our Lady of Fatima Dominican Convent School is rooted in strong traditions and value systems that have stood the test of time and yet, simultaneously, we drive the pro-active curiosity and bold thinking necessary for the 21st C. Our girls are well supported and encouraged to be innovative and comfortable in a changing world. Additionally, our â€˜'girls only'' status from Grade R to 12 is designed to challenge girls to be brave in their endeavors.155 Kenneth Kaunda Rd, Durban North, 4051, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:11 am local time","155 Kenneth Kaunda Rd, Durban North, 4051, South Africa"
Eastern Cape,St Francis Bay,info@stfranciscollege.co.za,,,https://saprivateschools.co.za/listing/st-francis-primary-school/,IEB,,Eastern Cape,Instagram,YouTube,7:00 am - 3:00 pm,"MISSION STATEMENT ""To provide a happy, caring, disciplined and multi-cultural environment, committed to high educational standards, incorporating traditional values and life skills, which will: Provide for the intellectual, emotional, cultural, physical and spiritual needs of pre-school and primary school children Develop their full individual potential, enquiring minds and a love for learning and the environment, and Equip them for their role as valued members of society.""R330, St Francis Bay, 6312, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:11 am local time","R330, St Francis Bay, 6312, South Africa"
Gauteng,Jhb South,school@maronitesa.co.za,,,https://saprivateschools.co.za/listing/our-lady-of-lebanon-maronite-catholic-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Our vision is to cultivate young children through education and to prepare them for a better future with self confidence and determination to achieve their full potential as loyalists to God's kingdom. The education offered at Our Lady of Lebanon Maronite Catholic School aims to develop knowledge, beliefs and practices of the Maronite Catholic Faith while acknowledging and respecting members of other Christian denominations and religions. Our aim is to nurture the faith development of students by fostering an ethos based on the Gospel values of love and faith, striving to create a pleasant learning environment. The common goal between school and home is to support each child's development spiritually, physically, socially, intellectually, emotionally and morally. We endeavor to facilitate each child's journey towards his/her potential through quality learning and teaching practices, where each child is able to develop his or her talent or ability to the full.Our Lady Of Lebanon Maronite Catholic Church, Blougom Crescent, Liefde En Vrede, Johannesburg South, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:11 am local time","Our Lady Of Lebanon Maronite Catholic Church, Blougom Crescent, Liefde En Vrede, Johannesburg South, South Africa, South Africa"
Northern Cape,Kimberley,skprimarycollege@gmail.com,,,https://saprivateschools.co.za/listing/sunsetkids-primary-primary-school/,Agricultural technology,Dance Studies,Civil Technology,Hospitality Studies,Mechanical Technology,7:00 am - 3:00 pm,"Sunset Kids is a Private Primary College Gr. R-7 and Daycare with two branches located in Sunset Manor complex in Roodepan and 41 Long Street in New Park. See Kimberley area on map to see other schools nearby.41 Long St, New Park, Kimberley, 8301, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:11 am local time","41 Long St, New Park, Kimberley, 8301, South Africa"
Kwazulu Natal,Hillcrest,barbara@hillside.org.za,310 106 291,https://littleheroes.org.za,https://saprivateschools.co.za/listing/little-heroes-pre-school/,Co-Ed (Mixed),English,CAPS,Grade RRRR,Grade RRR,7:00 am - 5:00 pm,"At Little Heroes Preschool we provide an interactive learning environment with developmentally appropriate activities for children to learn necessary skills and meet age appropriate milestones in order to prepare them for formal schooling39 Inanda Rd, Albany, Hillcrest, 3610, South AfricaMonday7:00 am - 5:00 pmTuesday7:00 am - 5:00 pmWednesday7:00 am - 5:00 pmThursday7:00 am - 5:00 pmFriday7:00 am - 5:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:11 am local time","39 Inanda Rd, Albany, Hillcrest, 3610, South Africa"
Gauteng,Pretoria Central,sunnysidepreprimary@gmail.com,,,https://saprivateschools.co.za/listing/sunnyside-pre-primary-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"We are one of the oldest Pre-Primary schools in Pretoria (since 1946) We are open 07h00 to 17h00 Monday to Friday. We are open from January until the first week in December Qualified, dedicated Pre-Primary school teachers We take learners from 1 year up to grade R Smaller classes each with teacher and assistant to give individual attention to each learner Language medium is English Grade R class using CAPS. Emphasis on improving English language skills Dance, Catrobatkidz and Computer classes available University of Pretoria students are actively involved at our school Safe, happy and stimulating environment for your child Come visit us any time!117 Vos St, Sunnyside, Pretoria, 0002, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:11 am local time","117 Vos St, Sunnyside, Pretoria, 0002, South Africa"
