Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Gauteng,Jhb East,admissions@stcatherines.org.za,,,https://saprivateschools.co.za/listing/st-catherines-germiston-high-school/,CAPS,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"Independent Catholic Co-ed School. Grade 000 to 12. Your child's education is the most important decision you will ever make. It lasts a lifetime! We are large enough to offer a wide range of subjects and activities yet small enough to ensure that learners develop strong academic, cultural, sport and leadership skills in a secure and loving environment. First Convent School established on the East Rand. We invite prospective families to visit our school to experience the happy, relaxed environment in which our students thrive, as we are one family and that's what makes us so unique! St Catherine's Primary School is proud to announce our Leaders for 2015! See Germiston area on map to see other schools nearby.31 Piercy Ave, Parkhill Gardens, Germiston, 1401, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:00 am local time","31 Piercy Ave, Parkhill Gardens, Germiston, 1401, South Africa"
Kwazulu Natal,Durban,admin@cygnetschool.co.za,,,https://saprivateschools.co.za/listing/cygnet-preparatory-pre-school/,CAPS,,Kwazulu Natal,Grade RR,Grade R,7:00 am - 3:00 pm,"Our strength has always been based around the belief that every child is an individual. The school aims to put the child at the heart of everything that it does. The Cygnet experience is an exceptional one and it provides our children with a vast array of memorable opportunities. Pastoral care is a priority and we encourage all our children to be kind, considerate and mindful of the needs of others. Being happy, and supported by our exceptional staff, allows our children to grow in self-esteem and self-confidence. We believe the Cygnet experience to be well-rounded and child centered and invite you to come and experience it for yourselves. 28 Queen Elizabeth Dr, Westville, Durban, 3629, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:00 am local time","28 Queen Elizabeth Dr, Westville, Durban, 3629, South Africa"
Winelands,Wellington,wellingtonprep@telkomsa.net,,,https://saprivateschools.co.za/listing/wellington-prep-school-primary-school/,Civil Technology,Dramatic Arts,Computer Applications Technology (CAT),Information Technology,English,7:00 am - 3:00 pm,"Our mission includes: a balanced way of teaching in which academic, artistic and physical education subjects are taught in a manner that encourages integration between social and emotional development. we strive to develop an excellent relationship between pupils, teachers, parents and the community. we encourage freedom of discussion and a healthy respect for opposing points of view. we consider politeness, courtesy, honesty, respect, self-confidence and integrity to be core values, incorporated in every school activity. preparing children socially and emotionally for their future with a broader understanding and respect for society and its diversity, thus enabling them to enter adulthood with confidence and vision.Corner of Jan van Riebeeck and, Bo Dal Rd, The Diemersfontein Village, Wellington, 7655, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:00 am local time","Corner of Jan van Riebeeck and, Bo Dal Rd, The Diemersfontein Village, Wellington, 7655, South Africa"
Western Cape,Ladismith,info@shalomakademie.co.za,,,https://saprivateschools.co.za/listing/shalom-akademie-primary-school/,Religion Studies,Business Studies,Tourism,History,Agricultural Sciences,7:00 am - 3:00 pm,"Shalom Akademie bied klassikale onderrig in Afrikaans en gebruik die NKV (Nasionale Kurrikulum Verklaring) leerplan. 'n Goed toegeruste skoolgebou wat bestaan uit 'n administrasieblok, twaalf klaskamers en 'n rekenaarlokaal is in gebruik. Die aangrensende sportveld word gebruik as speelgrond en vir die beoefening van sport. Die personeel bestaan uit sestien onderwysers, 'n sekretaresse en finansiele beampte. Almal het 'n passie vir onderwys en 'n liefde vir kinders. Die skool se leerdertal neem jaarliks toe en begin 2020 is daar 138 leerders van Graad 1 -12. Shalom Akademie bied leerders die geleentheid om te kan deelneem aan tennis, skaak, rugby, netbal, toutrek, atletiek, mini-krieket en krieket. Leerders het al provinsiale kleure verwerf in verskeie sportsoorte sowel as nasionale kleure vir toutrek. Privaat afrigting vir krieket, tennis en trampolien gimnastiek is ook beskikbaar. Keusevakke vir Graad 10-12 is twee van die volgende: Lewenswetenskappe, Rekeningkunde, Besigheidsstudies, Fisiese wetenskappe, Toerisme en Landboutegnologie. Shalom Akademie se matrieks presteeer elke jaar goed en die skool handhaaf 'n 100% matriek- slaagsyfer. Shalom Academy, Ladismith, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:00 am local time","Shalom Academy, Ladismith, South Africa, South Africa"
Gauteng,Sandton,bryanston@sandtonschoolgroup.co.za,,,https://saprivateschools.co.za/listing/sandton-junior-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"At all of the schools who form a part of the Sandton School Group, our primary aim is to encourage each learner to be a self-confident, inquiring, tolerant, positive, well-rounded person with an independent mind. A balanced programme of rigorous academics, sport, and cultural activities enables learners to discover and expand their own talents in a personal and diverse community, so they can embark on their school careers confidently. Courage, trust, humility, perseverance, community and life-long learning are the underpinning values of the school, and provide the foundation for each learner's growth towards becoming a responsible member of society. The owner of the school, is Mrs Nadya Katz, who has been involved in education for the past 22 years. She started her first school with a couple of babies and through the years she has expanded her numbers to include two nursery schools and two primary schools. She is passionately committed to education and plays a hands-on role in all her schools, giving staff and children the benefit of her years of experience.Sandton Junior School, Shepherd Avenue, Bryanston, Johannesburg, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:00 am local time","Sandton Junior School, Shepherd Avenue, Bryanston, Johannesburg, South Africa, South Africa"
Mpumalanga,Malelane,office@riverviewprep.org,,,https://saprivateschools.co.za/listing/riverview-prep-primary-school/,Tourism,Economics,Visual Arts,Consumer Studies,Agricultural technology,7:00 am - 3:00 pm,"Riverview Preparatory School opened its doors in January 1997, in response to a need for a Christian English medium school in the Onderberg area.Click here to read more about the history of the school.Portion 1 Malelane Farm Malelane, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:00 am local time","Portion 1 Malelane Farm Malelane, South Africa"
Free State,Kroonstad,admin@kroonstadakademie.co.za,,,https://saprivateschools.co.za/listing/kroonstad-akademie-high-school/,CAPS,,Free State,Instagram,YouTube,7:00 am - 3:00 pm,"Kroonstad Academy provides a Christian education in English to every boy and girl interested in tuition par excellence, following the Cambridge syllabus. Also available is a high quality residence. By means of distance education, pupils outside the academy are catered for. Kroonstad Akademie C0MBINED School, Orange St, Central, Kroonstad, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:00 am local time","Kroonstad Akademie C0MBINED School, Orange St, Central, Kroonstad, South Africa, South Africa"
Gauteng,Pretoria East,admissions@cbcpretoria.co.za,https://montessoriecoschools.co.za/,,https://saprivateschools.co.za/listing/cbc-mount-edmund-pre-school/,English,CAPS,,Mount Edmund,Grade RR,7:00 am - 3:00 pm,"Our Mission Faith The Pastoral Care Team consisting of management, our Educational Psychologists, our fulltime Chaplain and Life Orientation teachers regularly meet to ensure that the emotional and spiritual welfare of our community is nurtured and enhanced. The College also affords all its Catholic students an opportunity to enhance their Sacramental development. The spiritual growth of each person is at the heart of everything we do. Leadership Reaching out to others gives students at CBC Mount Edmund the opportunity to realise their own responsibility to assist those who are in need. Our value-based education creates students who are socially responsible and able to identify the needs in our community and to respond appropriately. The leadership style of the College is modelled according to the example of Jesus Christ and we instil an understanding of servant leadership in all our staff and students alike. Excellence We offer excellent education with a wide range of subjects. Our staff are appropriately qualified and at the forefront of their fields of expertise.Koedoespoort 456-Jr Corner of Cussonia and, Pretoria Rd, Pretoria, 0186, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:00 am local time","Koedoespoort 456-Jr Corner of Cussonia and, Pretoria Rd, Pretoria, 0186, South Africa"
Arcadia,Gauteng,lsteinbrucker@aisj-jhb.com,,,https://saprivateschools.co.za/listing/american-international-high-school-pretoria/,CAPS,,Arcadia,Facebook,Twitter,7:00 am - 3:00 pm,"The growth of the student population in Pretoria has been 10% to 15% per year, a reflection of the fact that Pretoria has the second-highest number of high commissions and embassies in the world and that more students continue to arrive each year as South Africa's importance on the continent grows. Small wonder, then, that the Pretoria campus has outgrown its first set of facilities and has moved to a new campus in August 2011. The School Board approved the purchase of the new campus, located in the Faerie Glen neighborhood, in November 2010. This new campus now offers classes from Pre-K through Grade 8. See Arcadia area on map to see other schools nearby. Pretoria Campus, Lavender Cl, Olympus AH, Pretoria, 0081, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:00 am local time","Pretoria Campus, Lavender Cl, Olympus AH, Pretoria, 0081, South Africa"
Kwazulu Natal,Durban,wendon@wendon.co.za,,,https://saprivateschools.co.za/listing/wendon-academy-primary-school/,Mechanical Technology,Information Technology,English,Music,African Languages,7:00 am - 3:00 pm,"Wendon Academy is an independent school for children who experience delayed and specific barriers to learning. In particular Wendon Academy caters for the holistic educational needs of children who have learning barriers and who are not able to flourish in alternate educational schooling systems. In this educational context many of these children may manifest academic, behaviour problems and a lack of social integration which results in their marginalization, both during their school career and beyond. Wendon Academy was opened in January 2003 after its founders, Donald and Wendy Hicks took the initiative to set up a holistic, caring and high quality educational environment that would meet the specific needs of children with special needs. Their journey to 2003 had been one of personal experience and much research that was driven by their need to find a suitable educational context for the children that enter Wendon Academy. Mission Statement The aim of Wendon Academy is to develop happy, thinking, caring pupils who are equipped with the necessary knowledge and life skills to cope as balanced and confident individuals in their communities.22 High Wycombe Rd, Dawncrest, Westville, 3629, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:00 am local time","22 High Wycombe Rd, Dawncrest, Westville, 3629, South Africa"
