Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Eastern Cape,Port Elizabeth,info@gatewayspre.com,,,https://saprivateschools.co.za/listing/gateways-preprimary-pre-school/,CAPS,,Eastern Cape,Grade RR,Grade R,7:00 am - 3:00 pm,"Our little school has a long history in the Walmer area and continues to offer a high standard of education to the children in our community. We aim to create a safe and enriched environment in which children feel respected, encouraged to learn, offered opportunities to gain independence and express themselves. Our children are offered a wide variety of creative and educational learning opportunities through play and exploration, which builds their basic concepts in mathematics, language and life skills. The learning programmes are based on the CAPS Curriculum and Assessment Policy Statements as prescribed by the Department of Education. We aim to nurture, encourage and inspire our children to explore and learn from the world around them. Our dedicated, caring and qualified teachers lead by example as life-long-learners and continue to develop their teaching skills and strategies through training to best serve our children. See Port Elizabeth Schools 56 Main Rd, Walmer, Gqeberha, 6065, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:50 am local time","56 Main Rd, Walmer, Gqeberha, 6065, South Africa"
Gauteng,Johannesburg,secretaryone@libertycollege.co.za,,,https://saprivateschools.co.za/listing/liberty-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"We believe that learners are unique and independent human beings. They are a work in progress. As such they have greatest likelihoods of reaching their full potential if they receive the necessary and relevant support. Universal inclusivity, in a school context, demands that we reach out and care for all who experience academic circumstances of any kind and that has never escaped our attention. 2 10th Rd, Bramley, Johannesburg, 2018, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:50 am local time","2 10th Rd, Bramley, Johannesburg, 2018, South Africa"
Western Cape,Cape Town,ecole@efdc.co.za,,,https://saprivateschools.co.za/listing/cape-town-french-high-school/,IEB,,Western Cape,Instagram,YouTube,7:00 am - 3:00 pm,"The French School of Cape Town seeks to provide each student with a broad and strongly-built education in a safe and supportive multicultural environment. We are dedicated to helping all our students become independent and respectful young adults with an aim towards achievement. ? Kings Rd, Sea Point, Cape Town, 8060, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:50 am local time","Kings Rd, Sea Point, Cape Town, 8060, South Africa"
Mahushu,Mpumalanga,bundeneinvestements@gmail.com,,,https://saprivateschools.co.za/listing/elephant-private-college/,CAPS,,Mahushu,Facebook,Twitter,7:00 am - 3:00 pm,"Elephant Private School is an independent secondary school located at 3 Mahushu Trust, Hazyview, Hazyview, 1242 in Mpumalanga Province, South Africa. The School's post office box number is at Po Box 15645 White River 1240. Elephant Private School is an ordinary school specializing in ordinary subjects. Stand number 3, Mahushu Trust, Hazyview, 1242, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:50 am local time","Stand number 3, Mahushu Trust, Hazyview, 1242, South Africa"
Lanseria,Gauteng,blairathollschool@zamail.co.za,,,https://saprivateschools.co.za/listing/blair-atholl-primary-school/,Tourism,Economics,Visual Arts,Consumer Studies,Agricultural technology,7:00 am - 3:00 pm,"The Blair Atholl Schools are situated in the Lanseria area, north of Johannesburg and provide quality education to the learners of this marginalised community. Blair Atholl Primary School, which is state funded with some additional funding from the pre-school, provides education to some 480 learners from grade 1-7. While the Pre-school, relies totally on private funding and caters for 100 learners from the ages of 3-7. The pre-school has been in operation for 19 years now and as there are very few other pre-schools in the area, it is vital that the children from the surrounding impoverished communities receive some stimulation and education in preparation for their entry into formal schooling. The Blair Atholl Schools offer a unique educational opportunity which goes beyond the four walls of the classroom, providing the children with a stimulating and diversified programme that incorporates sports and cultural activities, including a music centre, library and small computer centre. The pre-school also offers a feeding scheme to its learners, which provides the children with two meals a day.Portion 90 Farm Lindley Corner of R512 (Malibongwe) & Kromdraai Lanseria, South AfricaPortion 90 Farm Lindley Corner of R512 (Malibongwe) & Kromdraai Lanseria, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:50 am local time","Portion 90 Farm Lindley Corner of R512 (Malibongwe) & Kromdraai Lanseria, South Africa"
Gauteng,Roodepoort,info@sparkschools.co.za,,,https://saprivateschools.co.za/listing/spark-weltevreden-park-primary-school/,Accounting,Music,African Languages,Tourism,Economics,7:00 am - 3:00 pm,"SPARK Weltevreden Park opened January 2019 and is the eighteenth school in the SPARK Schools network. SPARK Weltevreden Park is located in the West of Johannesburg. SPARK Schools grow by a grade each year, we offer Grades R â€“ 7 school offering.Corner Albert Street &, Cornelius St, Weltevredenpark, 1709, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:50 am local time","Corner Albert Street &, Cornelius St, Weltevredenpark, 1709, South Africa"
Gauteng,Jhb East,shangria@mweb.co.za,,,https://saprivateschools.co.za/listing/shangri-la-academy-high-school/,CAPS,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"Day students only Girls and Boys Combined School: Gr R (6yrs) - Matric Independent Examination Board Number of pupils: 615. ? ? See Kempton Park area on map to see other schools nearby.Shangri-La Academy, Fiskaal Street, Glen marais, Kempton Park, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:50 am local time","Shangri-La Academy, Fiskaal Street, Glen marais, Kempton Park, South Africa, South Africa"
Cape Town,Kenilworth,info@squirrelsleap.co.za,,,https://saprivateschools.co.za/listing/squirrels-leap-play-pre-school/,CAPS,,Cape Town,Grade RR,Grade R,7:00 am - 3:00 pm,"Our teaching philosophy A large part of our teaching choices and principles are Montessori based, this leads to a system of education which is both a philosophy of child development and a motivation for guiding such growth. It is based on two important developmental needs of children: The need for freedom within limits. A carefully prepared environment which guarantees exposure to materials and experiences. This system of education is designed to take full advantage of the child's desire to learn and use his or her unique ability to develop their own capabilities. Our learning environment will help the child to develop physically, cognitively, socially and emotionally. Children choose their activities from open shelves with self-correcting materials and work in distinct work areas - on tables or on rugs on the floor. The practical life exercises enhance the development of task organization and cognitive order through care of self, care of the environment, exercises of grace and courtesy, and refinement of physical movement. The sensorial materials enable the child to order, classify and describe sensory impressions in relation, length, width, temperature, mass and colour.61 Bathurst Rd, Kenilworth, Cape Town, 7708, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:50 am local time","61 Bathurst Rd, Kenilworth, Cape Town, 7708, South Africa"
Eastern Cape,Port Elizabeth,chris@urbanacademy.co.za,,,https://saprivateschools.co.za/listing/urban-academy-high-school/,IEB,,Eastern Cape,Instagram,YouTube,7:00 am - 3:00 pm,"We would like to welcome all new students to Urban Academy. Be assured that you have made the right choice. Urban Academy is not just another school - it is the school where you will get the opportunity to excel and achieve your potential. We pride ourselves of being caring and able, and will at all times focus on the improvement of your educational outcome. We will do our utmost to live up to the values and standards we set for ourselves. We would like all to feel welcome and at home at all times. Make this your home and be part of our family. While at school we as the staff of Urban Academy will always act in a responsible way and take care of all students as if they are our own. ? ? See Port Elizabeth area on map to see other schools nearby. 272 Govan Mbeki St, Port Elizabeth Central, Gqeberha, 6001, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:50 am local time","272 Govan Mbeki St, Port Elizabeth Central, Gqeberha, 6001, South Africa"
Brackenhurst,Gauteng,graceaftercare@gmail.com,,,https://saprivateschools.co.za/listing/rainbow-kidz-academy-and-aftercare-pre-school/,CAPS,,Brackenhurst,Grade RR,Grade R,7:00 am - 3:00 pm,"Rainbow Kidz Academy and Aftercare is a private Pre-Primary school/ Baby Academy and Aftercare facility based in Brackenhurst - Alberton. Here we strive to give the best possible educational assistance, learning support and loving interactive environment. We are open Mondays to Fridays from 06h30 to 18h00(During the summer time) and 06h30 to 17h45(During wintertime). The school is based and runs on a very Holistic approach with emphasis on developing the overall child as a whole: Emotionally, Socially, Physically, Academically and Spiritually. We also ensure that children are educated in a Christian environment. We strive to offer the very BEST facilities, equipment, care and services to our children and our parents. ? We pride ourselves in always ensuring our children's needs are put first and we strive to constantly grow and improve on every aspect of the running of our schools. We make use of an educational program that has been developed by qualified nursery school teachers that ensures that the relevant topics and learning is acquired in order to get children ready for primary school.Rainbow Kidz Academy, Pieter Street, Brackenhurst, Alberton, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:50 am local time","Rainbow Kidz Academy, Pieter Street, Brackenhurst, Alberton, South Africa, South Africa"
